weather_id,date,city,condition,temperature_c,humidity_percent,wind_speed_kmh,precipitation_mm,visibility_km,weather_severity_score,driving_impact_score
1877,2025-03-26,Newcastle,Fog,24.5,91,29.6,0.0,36.0,3.7,7.8
1878,2025-03-26,Canberra,Clear,16.5,84,46.5,0.0,9.2,5.4,9.5
1879,2025-03-26,Sunshine Coast,Storm,28.0,40,25.1,0.0,48.2,8.2,6.1
1880,2025-03-26,Wollongong,Cloudy,17.3,50,48.7,0.0,25.8,8.0,7.8
1881,2025-03-27,Sydney,Partly Cloudy,21.5,72,18.1,0.0,48.8,8.0,8.8
1882,2025-03-27,Melbourne,Light Rain,28.0,57,38.4,0.0,28.5,5.8,2.8
1883,2025-03-27,Brisbane,Light Rain,26.4,49,15.7,0.0,13.4,6.8,2.8
1884,2025-03-27,Perth,Light Rain,16.8,53,27.7,0.0,49.3,3.3,4.3
1885,2025-03-27,Adelaide,Heavy Rain,23.3,53,25.5,0.0,5.3,3.4,4.6
1886,2025-03-27,Gold Coast,Light Rain,21.5,35,26.6,0.0,48.6,3.7,7.4
1887,2025-03-27,Newcastle,Light Rain,27.4,40,36.1,0.0,33.2,3.8,1.7
1888,2025-03-27,Canberra,Partly Cloudy,27.6,79,27.8,0.0,9.6,8.0,7.4
1889,2025-03-27,Sunshine Coast,Clear,20.9,34,24.0,0.0,45.4,1.7,8.1
1890,2025-03-27,Wollongong,Clear,18.9,45,0.8,0.0,17.5,3.6,2.3
1891,2025-03-28,Sydney,Heavy Rain,26.8,78,46.6,0.0,25.8,3.4,2.8
1892,2025-03-28,Melbourne,Fog,16.0,91,4.8,0.0,43.3,3.0,8.4
1893,2025-03-28,Brisbane,Fog,28.3,87,8.2,0.0,32.7,1.3,1.2
1894,2025-03-28,Perth,Partly Cloudy,15.7,68,11.3,0.0,32.0,4.3,7.4
1895,2025-03-28,Adelaide,Fog,25.5,82,31.3,26.2,9.2,9.4,5.6
1896,2025-03-28,Gold Coast,Storm,15.8,46,5.8,0.0,11.9,6.5,3.0
1897,2025-03-28,Newcastle,Partly Cloudy,21.6,95,6.4,29.2,7.0,9.3,2.9
1898,2025-03-28,Canberra,Partly Cloudy,17.4,59,43.5,0.0,30.1,9.4,5.0
1899,2025-03-28,Sunshine Coast,Partly Cloudy,19.3,45,49.0,43.9,44.5,5.7,8.2
1900,2025-03-28,Wollongong,Cloudy,23.3,88,23.6,12.8,25.7,3.0,4.5
1901,2025-03-29,Sydney,Fog,27.9,75,20.1,0.0,48.5,4.4,7.5
1902,2025-03-29,Melbourne,Heavy Rain,17.4,49,6.0,39.4,34.0,2.1,6.2
1903,2025-03-29,Brisbane,Fog,28.9,94,20.8,8.3,30.0,3.4,5.0
1904,2025-03-29,Perth,Storm,21.4,57,29.9,0.0,5.5,3.7,8.0
1905,2025-03-29,Adelaide,Fog,24.7,85,28.5,0.0,6.7,4.6,6.9
1906,2025-03-29,Gold Coast,Cloudy,21.0,75,49.4,0.0,14.1,6.9,3.4
1907,2025-03-29,Newcastle,Heavy Rain,30.0,65,28.9,4.6,48.5,6.9,9.8
1908,2025-03-29,Canberra,Cloudy,27.0,42,7.7,0.0,10.3,8.9,7.7
1909,2025-03-29,Sunshine Coast,Storm,22.0,41,23.7,15.3,37.0,9.4,8.1
1910,2025-03-29,Wollongong,Heavy Rain,18.8,42,4.2,0.0,20.2,4.1,4.3
1911,2025-03-30,Sydney,Heavy Rain,29.8,77,28.6,0.0,8.3,3.2,6.2
1912,2025-03-30,Melbourne,Clear,18.0,56,38.2,0.0,45.9,4.5,6.2
1913,2025-03-30,Brisbane,Light Rain,17.7,89,21.4,0.0,27.0,6.1,4.2
1914,2025-03-30,Perth,Clear,23.4,56,41.7,0.0,26.8,10.0,1.7
1915,2025-03-30,Adelaide,Fog,20.2,33,48.0,0.0,41.0,2.6,8.1
1916,2025-03-30,Gold Coast,Partly Cloudy,27.8,55,30.4,0.0,41.5,8.6,2.0
1917,2025-03-30,Newcastle,Clear,28.0,42,3.7,0.0,9.8,3.8,9.7
1918,2025-03-30,Canberra,Partly Cloudy,19.6,55,20.6,0.0,32.8,7.8,3.4
1919,2025-03-30,Sunshine Coast,Clear,23.8,41,0.1,47.5,9.4,9.4,8.0
1920,2025-03-30,Wollongong,Cloudy,28.6,88,35.2,0.0,42.8,9.8,6.9
1921,2025-03-31,Sydney,Clear,23.6,73,49.1,0.0,28.9,9.3,4.4
1922,2025-03-31,Melbourne,Heavy Rain,24.2,78,23.1,0.0,25.3,9.8,6.3
1923,2025-03-31,Brisbane,Clear,20.9,53,38.1,0.0,24.5,3.0,2.6
1924,2025-03-31,Perth,Fog,20.5,79,28.4,0.0,12.1,3.4,4.3
1925,2025-03-31,Adelaide,Clear,29.8,76,18.1,0.0,32.8,2.4,8.9
1926,2025-03-31,Gold Coast,Clear,22.0,44,34.1,0.0,32.8,8.5,5.2
1927,2025-03-31,Newcastle,Storm,22.5,53,36.5,0.2,48.5,4.8,4.1
1928,2025-03-31,Canberra,Storm,22.6,83,37.7,0.0,39.0,4.1,6.4
1929,2025-03-31,Sunshine Coast,Cloudy,18.0,94,18.9,43.1,41.8,8.5,3.6
1930,2025-03-31,Wollongong,Storm,18.2,54,49.6,0.0,17.2,5.5,2.5
1931,2025-04-01,Sydney,Light Rain,18.0,80,42.0,0.0,44.8,7.9,4.2
1932,2025-04-01,Melbourne,Fog,20.9,63,36.8,0.0,34.5,4.5,6.6
1933,2025-04-01,Brisbane,Storm,27.3,63,48.6,17.4,42.9,8.3,3.1
1934,2025-04-01,Perth,Cloudy,27.8,70,32.4,6.5,6.1,4.3,5.0
1935,2025-04-01,Adelaide,Storm,17.5,30,28.0,0.0,42.4,5.7,4.6
1936,2025-04-01,Gold Coast,Storm,28.2,63,16.6,0.0,24.8,8.3,3.5
1937,2025-04-01,Newcastle,Clear,28.0,91,26.2,0.0,28.9,2.8,5.8
1938,2025-04-01,Canberra,Heavy Rain,28.9,54,9.3,0.0,16.1,6.4,3.7
1939,2025-04-01,Sunshine Coast,Clear,26.1,65,40.6,0.0,15.0,2.9,9.7
1940,2025-04-01,Wollongong,Clear,28.1,75,0.1,10.9,41.5,7.4,8.5
1941,2025-04-02,Sydney,Clear,19.7,48,20.4,0.0,44.1,5.1,6.2
1942,2025-04-02,Melbourne,Cloudy,18.1,80,23.4,0.0,17.0,9.9,8.1
1943,2025-04-02,Brisbane,Fog,28.5,85,37.3,0.0,43.3,9.6,9.1
1944,2025-04-02,Perth,Fog,17.9,90,13.2,0.0,11.6,1.5,9.6
1945,2025-04-02,Adelaide,Fog,23.6,38,2.7,0.0,13.1,5.4,1.4
1946,2025-04-02,Gold Coast,Clear,27.1,71,5.7,0.0,28.3,6.3,5.2
1947,2025-04-02,Newcastle,Light Rain,23.5,55,25.9,43.2,6.0,1.8,3.3
1948,2025-04-02,Canberra,Light Rain,28.3,77,13.5,26.4,14.5,4.1,9.5
1949,2025-04-02,Sunshine Coast,Storm,28.7,53,20.5,0.0,26.0,7.5,8.7
1950,2025-04-02,Wollongong,Light Rain,22.1,90,3.0,0.0,43.1,7.3,7.1
1951,2025-04-03,Sydney,Partly Cloudy,16.8,53,12.0,46.1,43.8,6.1,2.1
1952,2025-04-03,Melbourne,Cloudy,22.4,76,29.9,0.0,48.4,9.6,1.9
1953,2025-04-03,Brisbane,Partly Cloudy,26.0,61,24.9,22.3,20.1,7.2,8.0
1954,2025-04-03,Perth,Heavy Rain,15.2,38,37.9,0.0,38.9,8.6,4.3
1955,2025-04-03,Adelaide,Fog,28.3,84,13.4,0.0,48.5,5.7,7.9
1956,2025-04-03,Gold Coast,Cloudy,25.2,86,26.5,0.0,48.6,8.2,3.1
1957,2025-04-03,Newcastle,Fog,22.8,74,23.1,0.0,44.0,6.9,7.2
1958,2025-04-03,Canberra,Cloudy,15.1,63,31.0,0.0,28.1,6.5,2.7
1959,2025-04-03,Sunshine Coast,Heavy Rain,28.0,94,12.2,0.0,22.5,9.9,3.2
1960,2025-04-03,Wollongong,Light Rain,29.2,93,37.2,0.0,33.1,8.5,9.5
1961,2025-04-04,Sydney,Clear,29.9,70,49.8,0.0,6.1,10.0,9.7
1962,2025-04-04,Melbourne,Storm,15.5,77,21.8,41.2,12.0,6.6,8.0
1963,2025-04-04,Brisbane,Cloudy,16.9,50,10.3,1.9,10.9,9.5,6.9
1964,2025-04-04,Perth,Partly Cloudy,21.0,58,1.1,0.0,45.1,9.2,4.2
1965,2025-04-04,Adelaide,Cloudy,29.5,63,48.5,1.5,31.9,6.3,8.2
1966,2025-04-04,Gold Coast,Fog,19.1,37,40.2,0.0,14.4,2.5,2.1
1967,2025-04-04,Newcastle,Storm,28.0,75,10.8,0.0,46.5,1.0,3.6
1968,2025-04-04,Canberra,Storm,18.0,47,35.0,34.6,22.3,5.7,8.3
1969,2025-04-04,Sunshine Coast,Heavy Rain,15.8,45,39.1,0.0,15.7,9.7,9.2
1970,2025-04-04,Wollongong,Heavy Rain,20.2,66,35.4,0.0,28.2,5.0,8.4
1971,2025-04-05,Sydney,Partly Cloudy,24.0,49,13.5,31.9,19.7,5.7,1.9
1972,2025-04-05,Melbourne,Heavy Rain,27.9,50,24.3,9.4,28.2,2.2,9.4
1973,2025-04-05,Brisbane,Heavy Rain,27.8,75,43.4,0.0,20.4,8.8,4.3
1974,2025-04-05,Perth,Light Rain,22.0,40,16.8,0.0,6.8,1.5,5.6
1975,2025-04-05,Adelaide,Storm,23.6,72,42.2,0.0,27.6,4.5,7.1
1976,2025-04-05,Gold Coast,Fog,20.1,67,25.6,0.0,38.3,9.0,8.6
1977,2025-04-05,Newcastle,Heavy Rain,26.1,47,32.7,0.0,37.0,1.4,9.3
1978,2025-04-05,Canberra,Fog,15.4,82,29.8,0.0,40.3,6.4,8.2
1979,2025-04-05,Sunshine Coast,Cloudy,29.0,72,25.4,0.0,7.8,7.8,2.2
1980,2025-04-05,Wollongong,Light Rain,17.3,72,15.0,22.6,27.3,5.4,4.3
1981,2025-04-06,Sydney,Cloudy,28.1,66,44.0,0.0,14.8,5.0,8.7
1982,2025-04-06,Melbourne,Fog,26.0,61,24.1,0.0,6.7,5.4,7.4
1983,2025-04-06,Brisbane,Cloudy,28.1,66,27.4,0.0,36.0,4.7,9.1
1984,2025-04-06,Perth,Fog,28.8,43,21.8,0.0,35.5,4.1,4.8
1985,2025-04-06,Adelaide,Clear,27.7,49,16.5,0.0,20.5,1.3,2.5
1986,2025-04-06,Gold Coast,Light Rain,21.8,63,31.2,18.8,10.6,2.4,8.0
1987,2025-04-06,Newcastle,Partly Cloudy,17.3,91,19.9,0.0,7.8,3.5,4.3
1988,2025-04-06,Canberra,Storm,16.7,55,13.8,0.0,46.8,8.4,1.5
1989,2025-04-06,Sunshine Coast,Cloudy,19.2,73,27.8,17.7,33.0,4.0,8.5
1990,2025-04-06,Wollongong,Fog,28.9,53,47.9,0.0,30.1,9.7,2.9
1991,2025-04-07,Sydney,Storm,20.6,91,35.0,20.7,27.9,6.0,8.0
1992,2025-04-07,Melbourne,Clear,20.3,68,49.4,4.6,27.6,7.8,1.5
1993,2025-04-07,Brisbane,Light Rain,18.0,41,18.5,0.0,26.2,3.9,2.4
1994,2025-04-07,Perth,Heavy Rain,24.4,88,29.2,0.0,30.0,9.0,8.0
1995,2025-04-07,Adelaide,Partly Cloudy,24.2,38,33.4,0.0,28.6,9.6,9.0
1996,2025-04-07,Gold Coast,Heavy Rain,29.7,74,32.3,0.0,9.0,4.3,8.1
1997,2025-04-07,Newcastle,Heavy Rain,23.3,40,4.6,0.0,14.2,1.4,4.7
1998,2025-04-07,Canberra,Heavy Rain,15.7,54,34.3,35.4,47.3,4.9,5.5
1999,2025-04-07,Sunshine Coast,Clear,15.6,60,27.2,0.0,28.3,9.5,9.9
2000,2025-04-07,Wollongong,Heavy Rain,15.9,57,26.4,0.0,47.3,5.7,7.8
2001,2025-04-08,Sydney,Light Rain,21.2,85,20.2,13.6,42.9,2.2,1.1
2002,2025-04-08,Melbourne,Heavy Rain,18.5,41,9.3,0.0,39.5,4.9,5.3
2003,2025-04-08,Brisbane,Fog,17.2,82,15.3,12.9,34.2,2.7,7.2
2004,2025-04-08,Perth,Light Rain,17.5,85,20.3,0.0,40.3,3.9,1.8
2005,2025-04-08,Adelaide,Light Rain,25.4,86,41.2,0.0,32.4,2.5,4.5
2006,2025-04-08,Gold Coast,Clear,21.7,69,46.6,0.0,41.7,3.0,8.1
2007,2025-04-08,Newcastle,Cloudy,24.2,61,4.6,0.0,41.4,4.6,6.9
2008,2025-04-08,Canberra,Cloudy,17.9,31,47.1,0.0,40.7,6.3,1.1
2009,2025-04-08,Sunshine Coast,Heavy Rain,23.3,78,13.4,19.4,23.8,10.0,5.7
2010,2025-04-08,Wollongong,Clear,29.4,53,42.0,0.0,40.6,3.2,7.9
2011,2025-04-09,Sydney,Storm,24.5,47,13.3,0.0,11.2,9.1,3.0
2012,2025-04-09,Melbourne,Light Rain,18.1,64,2.7,0.0,37.1,2.8,4.7
2013,2025-04-09,Brisbane,Storm,28.8,71,24.8,0.0,46.8,8.1,4.0
2014,2025-04-09,Perth,Fog,20.8,71,33.8,0.0,23.0,8.4,9.2
2015,2025-04-09,Adelaide,Fog,29.7,88,25.1,0.0,5.1,9.0,4.0
2016,2025-04-09,Gold Coast,Partly Cloudy,27.7,80,31.9,0.0,24.1,6.8,9.5
2017,2025-04-09,Newcastle,Light Rain,19.0,58,8.3,0.0,23.5,3.3,4.9
2018,2025-04-09,Canberra,Cloudy,17.9,62,8.9,0.0,11.8,9.8,5.6
2019,2025-04-09,Sunshine Coast,Light Rain,21.6,42,43.3,0.0,16.2,1.7,6.2
2020,2025-04-09,Wollongong,Heavy Rain,23.6,74,33.5,0.0,41.2,4.7,6.6
2021,2025-04-10,Sydney,Cloudy,18.5,70,2.5,0.0,16.8,2.7,2.7
2022,2025-04-10,Melbourne,Heavy Rain,17.8,94,43.4,0.0,24.0,7.4,2.8
2023,2025-04-10,Brisbane,Storm,27.8,36,39.0,0.0,14.2,1.9,4.6
2024,2025-04-10,Perth,Storm,28.8,94,30.8,0.0,42.1,1.4,4.3
2025,2025-04-10,Adelaide,Clear,16.9,64,17.5,32.7,42.5,3.7,8.5
2026,2025-04-10,Gold Coast,Heavy Rain,21.1,32,16.7,0.0,5.9,2.6,6.5
2027,2025-04-10,Newcastle,Clear,21.4,67,10.8,25.2,13.7,3.8,8.8
2028,2025-04-10,Canberra,Light Rain,24.4,76,6.2,0.0,8.5,6.4,2.4
2029,2025-04-10,Sunshine Coast,Partly Cloudy,28.3,43,20.1,0.0,17.9,8.2,2.8
2030,2025-04-10,Wollongong,Cloudy,21.9,87,12.0,2.2,16.1,6.5,5.0
2031,2025-04-11,Sydney,Clear,18.7,52,20.7,0.0,22.9,1.4,3.0
2032,2025-04-11,Melbourne,Light Rain,21.0,75,17.0,0.0,39.3,3.3,3.9
2033,2025-04-11,Brisbane,Light Rain,20.1,88,47.0,33.7,23.2,9.0,7.7
2034,2025-04-11,Perth,Storm,17.2,70,5.6,0.0,48.2,9.1,8.6
2035,2025-04-11,Adelaide,Light Rain,28.8,92,2.1,0.0,19.4,9.6,8.0
2036,2025-04-11,Gold Coast,Clear,29.6,41,42.5,0.0,36.0,2.8,2.6
2037,2025-04-11,Newcastle,Fog,18.6,54,28.7,0.0,36.3,3.1,6.7
2038,2025-04-11,Canberra,Heavy Rain,20.6,66,36.7,48.4,44.2,4.8,5.3
2039,2025-04-11,Sunshine Coast,Light Rain,15.8,67,9.4,35.3,15.2,2.3,2.6
2040,2025-04-11,Wollongong,Light Rain,25.3,72,31.4,0.0,38.3,6.2,2.3
2041,2025-04-12,Sydney,Clear,15.5,38,16.1,0.0,27.7,8.0,1.9
2042,2025-04-12,Melbourne,Partly Cloudy,24.1,66,19.6,0.0,16.2,9.8,2.8
2043,2025-04-12,Brisbane,Cloudy,18.6,91,35.4,0.0,18.6,5.2,8.8
2044,2025-04-12,Perth,Fog,15.0,66,6.0,13.2,25.3,5.0,6.8
2045,2025-04-12,Adelaide,Fog,17.2,89,0.5,13.5,7.8,8.4,4.1
2046,2025-04-12,Gold Coast,Heavy Rain,25.5,51,27.6,0.0,41.2,8.8,9.3
2047,2025-04-12,Newcastle,Heavy Rain,24.4,90,4.6,0.0,43.1,4.4,5.8
2048,2025-04-12,Canberra,Heavy Rain,21.8,86,18.7,0.0,9.2,9.6,3.1
2049,2025-04-12,Sunshine Coast,Heavy Rain,25.3,60,1.5,49.1,35.9,7.5,9.0
2050,2025-04-12,Wollongong,Fog,23.8,78,30.3,0.0,16.1,6.9,5.4
2051,2025-04-13,Sydney,Light Rain,18.2,66,32.2,0.0,32.1,8.3,7.5
2052,2025-04-13,Melbourne,Cloudy,15.6,67,46.4,41.4,49.1,4.0,2.8
2053,2025-04-13,Brisbane,Light Rain,27.6,32,33.2,49.5,43.9,1.1,3.3
2054,2025-04-13,Perth,Clear,17.7,90,26.9,0.0,24.1,6.9,7.5
2055,2025-04-13,Adelaide,Heavy Rain,21.8,50,20.5,48.9,42.4,6.9,8.1
2056,2025-04-13,Gold Coast,Clear,27.3,45,28.1,0.0,43.9,7.7,1.2
2057,2025-04-13,Newcastle,Fog,24.1,58,21.8,0.0,34.2,6.3,8.6
2058,2025-04-13,Canberra,Heavy Rain,15.1,38,32.7,0.0,44.3,10.0,5.5
2059,2025-04-13,Sunshine Coast,Partly Cloudy,21.1,33,17.2,33.4,36.1,5.2,8.4
2060,2025-04-13,Wollongong,Fog,27.8,36,4.2,0.0,25.9,7.3,5.6
2061,2025-04-14,Sydney,Clear,28.2,43,28.2,0.0,34.5,7.6,9.2
2062,2025-04-14,Melbourne,Clear,19.6,92,22.5,0.0,48.3,4.3,7.3
2063,2025-04-14,Brisbane,Clear,23.4,51,7.5,0.0,41.7,8.6,9.7
2064,2025-04-14,Perth,Partly Cloudy,20.5,88,39.9,39.1,32.4,4.2,1.4
2065,2025-04-14,Adelaide,Light Rain,20.4,89,37.4,36.1,23.7,5.3,4.3
2066,2025-04-14,Gold Coast,Partly Cloudy,16.8,44,24.5,0.0,27.9,9.5,3.5
2067,2025-04-14,Newcastle,Partly Cloudy,21.8,77,43.2,0.0,33.0,7.1,4.0
2068,2025-04-14,Canberra,Partly Cloudy,23.3,60,18.6,0.0,31.6,7.8,2.6
2069,2025-04-14,Sunshine Coast,Clear,17.2,40,30.6,0.0,22.1,3.3,6.8
2070,2025-04-14,Wollongong,Light Rain,16.8,92,5.6,0.0,23.9,6.3,2.7
2071,2025-04-15,Sydney,Storm,20.5,34,10.6,0.0,39.4,5.3,3.0
2072,2025-04-15,Melbourne,Light Rain,19.8,46,25.8,39.1,21.8,3.1,8.6
2073,2025-04-15,Brisbane,Storm,17.7,51,2.7,0.0,17.5,5.9,5.4
2074,2025-04-15,Perth,Clear,22.2,44,9.3,0.0,31.6,7.0,2.8
2075,2025-04-15,Adelaide,Clear,26.2,87,11.5,40.0,11.2,3.0,5.0
2076,2025-04-15,Gold Coast,Light Rain,21.9,72,45.3,0.0,16.0,6.9,7.2
2077,2025-04-15,Newcastle,Light Rain,27.2,77,41.8,0.0,7.5,3.9,5.3
2078,2025-04-15,Canberra,Storm,24.9,91,39.0,0.0,25.6,2.8,9.2
2079,2025-04-15,Sunshine Coast,Partly Cloudy,25.0,68,32.0,0.0,16.1,9.3,1.7
2080,2025-04-15,Wollongong,Light Rain,25.3,75,1.6,0.0,45.5,5.1,1.5
2081,2025-04-16,Sydney,Clear,19.1,54,19.0,18.7,34.0,9.9,2.7
2082,2025-04-16,Melbourne,Partly Cloudy,24.2,55,28.8,0.0,22.0,8.4,5.1
2083,2025-04-16,Brisbane,Heavy Rain,15.1,70,16.2,0.0,39.2,3.1,9.3
2084,2025-04-16,Perth,Cloudy,24.6,64,40.1,0.0,37.3,1.1,2.3
2085,2025-04-16,Adelaide,Storm,22.3,90,13.0,0.0,17.5,6.3,2.0
2086,2025-04-16,Gold Coast,Clear,29.4,39,25.2,30.7,32.5,9.4,6.8
2087,2025-04-16,Newcastle,Partly Cloudy,18.2,61,18.5,16.0,28.8,8.2,9.0
2088,2025-04-16,Canberra,Clear,16.2,71,35.8,0.0,13.5,5.1,4.6
2089,2025-04-16,Sunshine Coast,Fog,24.6,82,14.3,34.4,22.3,3.7,9.5
2090,2025-04-16,Wollongong,Cloudy,28.6,83,49.5,0.0,13.0,2.1,3.1
2091,2025-04-17,Sydney,Fog,25.6,79,31.1,0.0,11.5,3.2,3.6
2092,2025-04-17,Melbourne,Fog,22.4,40,37.5,0.0,18.3,3.5,4.4
2093,2025-04-17,Brisbane,Fog,15.9,73,41.7,0.0,35.8,7.5,1.5
2094,2025-04-17,Perth,Fog,15.8,61,46.3,0.0,49.3,1.5,6.2
2095,2025-04-17,Adelaide,Clear,26.6,80,9.5,0.0,16.7,7.9,1.8
2096,2025-04-17,Gold Coast,Partly Cloudy,17.7,51,14.6,0.0,20.2,1.6,5.6
2097,2025-04-17,Newcastle,Cloudy,28.6,85,12.7,26.4,47.9,4.0,2.1
2098,2025-04-17,Canberra,Partly Cloudy,18.3,85,19.6,0.6,28.3,9.8,6.4
2099,2025-04-17,Sunshine Coast,Cloudy,28.8,85,34.8,27.6,24.8,6.5,7.0
2100,2025-04-17,Wollongong,Heavy Rain,25.9,51,28.3,8.9,41.1,6.3,2.5
2101,2025-04-18,Sydney,Fog,27.2,44,32.2,0.0,17.7,6.1,9.2
2102,2025-04-18,Melbourne,Clear,19.1,67,5.5,0.0,8.8,8.3,9.7
2103,2025-04-18,Brisbane,Light Rain,25.4,54,29.0,0.0,12.6,3.9,1.1
2104,2025-04-18,Perth,Partly Cloudy,16.8,33,5.4,0.0,6.9,1.5,9.1
2105,2025-04-18,Adelaide,Storm,24.7,69,21.8,25.7,28.4,4.6,6.6
2106,2025-04-18,Gold Coast,Storm,23.2,48,23.2,30.0,16.1,4.5,9.0
2107,2025-04-18,Newcastle,Heavy Rain,19.9,43,45.7,0.0,17.3,6.8,2.1
2108,2025-04-18,Canberra,Cloudy,28.6,54,39.8,28.0,6.1,1.9,2.7
2109,2025-04-18,Sunshine Coast,Partly Cloudy,22.8,57,5.1,0.0,44.5,7.9,9.0
2110,2025-04-18,Wollongong,Partly Cloudy,18.5,62,46.7,36.4,11.6,7.5,7.6
2111,2025-04-19,Sydney,Partly Cloudy,18.8,80,23.8,0.0,15.9,8.0,1.1
2112,2025-04-19,Melbourne,Partly Cloudy,17.1,62,7.9,0.0,24.8,1.4,5.0
2113,2025-04-19,Brisbane,Cloudy,20.8,47,31.0,32.6,33.6,7.0,6.3
2114,2025-04-19,Perth,Storm,23.0,84,35.4,15.1,48.7,7.3,9.1
2115,2025-04-19,Adelaide,Fog,22.5,47,3.8,0.0,20.2,8.1,8.6
2116,2025-04-19,Gold Coast,Partly Cloudy,15.8,57,34.9,18.5,8.3,7.2,8.3
2117,2025-04-19,Newcastle,Storm,26.3,93,48.3,0.0,40.9,8.2,2.2
2118,2025-04-19,Canberra,Light Rain,19.1,74,14.5,0.0,38.5,7.0,5.8
2119,2025-04-19,Sunshine Coast,Heavy Rain,25.1,52,24.3,37.6,47.9,7.4,3.1
2120,2025-04-19,Wollongong,Storm,23.3,53,11.0,0.0,41.2,2.5,9.4
2121,2025-04-20,Sydney,Light Rain,23.6,54,48.5,0.0,40.0,5.1,6.9
2122,2025-04-20,Melbourne,Light Rain,22.7,35,13.7,0.0,15.5,9.1,5.1
2123,2025-04-20,Brisbane,Clear,24.8,77,28.9,0.0,8.6,4.8,6.2
2124,2025-04-20,Perth,Clear,17.8,54,15.9,0.0,26.0,1.5,1.1
2125,2025-04-20,Adelaide,Fog,22.0,30,24.8,0.0,37.5,6.0,8.0
2126,2025-04-20,Gold Coast,Cloudy,19.5,81,9.9,0.0,22.0,4.7,9.6
2127,2025-04-20,Newcastle,Clear,16.9,60,27.3,0.0,19.6,6.2,1.7
2128,2025-04-20,Canberra,Cloudy,26.7,65,37.0,0.0,12.7,9.1,6.2
2129,2025-04-20,Sunshine Coast,Partly Cloudy,20.0,54,35.4,30.6,20.8,1.9,4.7
2130,2025-04-20,Wollongong,Cloudy,24.9,44,46.0,45.8,6.2,4.7,3.8
2131,2025-04-21,Sydney,Partly Cloudy,16.6,84,11.5,36.7,5.4,8.7,7.6
2132,2025-04-21,Melbourne,Light Rain,18.8,60,24.8,7.1,15.7,2.2,8.8
2133,2025-04-21,Brisbane,Heavy Rain,22.3,89,43.4,49.7,13.9,9.6,7.1
2134,2025-04-21,Perth,Fog,18.2,44,7.0,0.0,7.8,8.1,5.7
2135,2025-04-21,Adelaide,Storm,24.3,59,17.7,33.7,38.4,8.7,3.9
2136,2025-04-21,Gold Coast,Fog,17.1,45,3.5,0.0,38.7,9.5,4.8
2137,2025-04-21,Newcastle,Light Rain,26.4,57,3.5,0.0,42.9,2.9,9.9
2138,2025-04-21,Canberra,Clear,16.6,94,20.1,2.7,24.4,7.9,8.0
2139,2025-04-21,Sunshine Coast,Cloudy,23.7,33,1.3,26.6,27.9,1.2,7.3
2140,2025-04-21,Wollongong,Cloudy,19.5,41,33.9,6.4,27.5,3.7,7.4
2141,2025-04-22,Sydney,Clear,15.4,87,2.3,0.0,48.8,1.6,6.7
2142,2025-04-22,Melbourne,Light Rain,22.1,54,9.2,0.0,30.6,6.2,8.8
2143,2025-04-22,Brisbane,Partly Cloudy,27.8,46,48.1,0.0,34.0,7.0,3.3
2144,2025-04-22,Perth,Cloudy,25.9,69,6.5,0.0,21.3,8.8,8.2
2145,2025-04-22,Adelaide,Light Rain,19.4,30,3.3,0.0,10.0,2.1,4.0
2146,2025-04-22,Gold Coast,Storm,20.0,88,28.6,0.0,37.4,7.8,10.0
2147,2025-04-22,Newcastle,Partly Cloudy,25.3,59,29.8,0.0,39.0,10.0,5.2
2148,2025-04-22,Canberra,Light Rain,24.9,78,39.7,0.0,28.5,7.9,9.0
2149,2025-04-22,Sunshine Coast,Heavy Rain,23.4,93,35.8,41.2,27.1,5.3,4.9
2150,2025-04-22,Wollongong,Clear,20.6,57,25.0,0.0,8.4,8.1,6.5
2151,2025-04-23,Sydney,Heavy Rain,16.3,58,30.7,0.0,41.0,1.4,5.6
2152,2025-04-23,Melbourne,Cloudy,18.4,76,5.8,0.0,20.4,5.5,9.4
2153,2025-04-23,Brisbane,Clear,27.1,88,41.4,0.0,10.1,6.0,7.2
2154,2025-04-23,Perth,Heavy Rain,22.5,81,38.9,2.0,33.2,8.2,4.1
2155,2025-04-23,Adelaide,Cloudy,22.3,95,16.6,0.0,30.6,7.9,5.9
2156,2025-04-23,Gold Coast,Storm,19.9,80,36.0,0.0,45.5,8.4,6.4
2157,2025-04-23,Newcastle,Heavy Rain,26.5,53,22.4,0.0,19.2,1.3,4.7
2158,2025-04-23,Canberra,Fog,22.7,83,44.8,0.0,49.0,7.6,9.7
2159,2025-04-23,Sunshine Coast,Cloudy,16.1,55,22.9,0.0,13.4,7.2,4.1
2160,2025-04-23,Wollongong,Cloudy,25.2,73,37.8,0.0,17.0,9.4,8.6
2161,2025-04-24,Sydney,Heavy Rain,21.8,82,22.8,0.0,27.7,5.7,9.7
2162,2025-04-24,Melbourne,Partly Cloudy,23.8,47,48.7,38.1,6.4,1.3,8.0
2163,2025-04-24,Brisbane,Clear,25.2,65,1.1,15.5,39.2,1.6,2.1
2164,2025-04-24,Perth,Light Rain,17.6,43,34.4,0.0,27.1,7.2,9.0
2165,2025-04-24,Adelaide,Clear,19.2,69,27.6,0.0,8.7,4.8,9.6
2166,2025-04-24,Gold Coast,Light Rain,17.2,46,38.5,0.0,47.6,5.5,7.3
2167,2025-04-24,Newcastle,Light Rain,23.4,90,4.1,49.0,27.6,5.2,1.1
