utilization_id,vehicle_id,date,total_shipments,total_weight_kg,total_volume_m3,total_distance_km,total_revenue,total_cost,capacity_utilization_pct,volume_utilization_pct,distance_utilization_km,revenue_per_km,cost_per_km,profit_per_km,utilization_score,efficiency_rating,maintenance_required
2890,VH0112,2025-07-30,1,2125.5,11.27,95.0,496.13,73.36,5.6,3.0,95.0,5.22,0.77,4.45,4.3,Poor,False
2891,VH0117,2025-07-30,1,8387.5,3.61,91.8,654.92,189.19,50.2,2.2,91.8,7.13,2.06,5.07,26.2,Good,False
2892,VH0123,2025-07-30,1,4395.0,9.04,107.3,544.87,317.76,33.7,6.9,107.3,5.08,2.96,2.12,20.3,Average,False
2893,VH0126,2025-07-30,1,14195.1,18.82,189.7,231.21,222.97,36.4,4.8,189.7,1.22,1.18,0.04,20.6,Poor,False
2894,VH0127,2025-07-30,1,3210.6,8.22,189.7,762.83,181.16,25.3,6.5,189.7,4.02,0.95,3.07,15.9,Average,False
2895,VH0132,2025-07-30,1,10803.0,5.17,121.0,783.28,256.91,33.1,1.6,121.0,6.47,2.12,4.35,17.3,Good,False
2896,VH0134,2025-07-30,1,14149.3,17.12,95.0,425.04,220.06,35.7,4.3,95.0,4.47,2.32,2.16,20.0,Excellent,False
2897,VH0136,2025-07-30,1,110.1,14.62,155.2,463.06,286.39,5.0,66.4,155.2,2.98,1.85,1.14,35.7,Poor,False
2898,VH0137,2025-07-30,1,332.4,3.75,82.5,193.46,135.34,10.3,11.6,82.5,2.34,1.64,0.7,10.9,Average,False
2899,VH0138,2025-07-30,2,13560.5,16.52,267.0,623.71,454.47,59.5,7.3,267.0,2.34,1.7,0.63,33.4,Excellent,False
2900,VH0139,2025-07-30,1,1995.2,6.79,60.9,790.0,128.18,31.7,10.8,60.9,12.97,2.1,10.87,21.3,Average,False
2901,VH0142,2025-07-30,1,635.9,15.55,147.1,797.09,213.1,28.5,69.8,147.1,5.42,1.45,3.97,49.2,Good,False
2902,VH0143,2025-07-30,1,434.4,19.92,205.6,350.12,130.14,2.8,12.7,205.6,1.7,0.63,1.07,7.8,Poor,False
2903,VH0148,2025-07-30,1,9672.5,4.37,90.3,633.11,207.8,59.2,2.7,90.3,7.01,2.3,4.71,30.9,Excellent,False
2904,VH0151,2025-07-30,1,5304.9,3.49,103.7,309.83,194.66,13.6,0.9,103.7,2.99,1.88,1.11,7.3,Good,False
2905,VH0155,2025-07-30,1,4232.1,14.09,90.3,346.83,242.96,31.0,10.3,90.3,3.84,2.69,1.15,20.7,Poor,False
2906,VH0156,2025-07-30,1,2161.2,9.53,60.9,432.85,112.94,9.7,4.3,60.9,7.11,1.85,5.25,7.0,Poor,False
2907,VH0159,2025-07-30,1,1009.9,12.96,145.6,284.37,309.68,28.4,36.5,145.6,1.95,2.13,-0.17,32.5,Excellent,False
2908,VH0160,2025-07-30,1,3597.7,3.06,133.2,625.57,178.99,64.2,5.5,133.2,4.7,1.34,3.35,34.8,Excellent,False
2909,VH0161,2025-07-30,1,14.9,6.26,214.4,526.82,272.75,0.8,35.2,214.4,2.46,1.27,1.19,18.0,Good,False
2910,VH0164,2025-07-30,1,6762.2,3.14,125.4,415.98,262.6,39.9,1.9,125.4,3.32,2.09,1.22,20.9,Excellent,False
2911,VH0165,2025-07-30,1,7007.8,13.73,199.3,114.35,233.66,32.8,6.4,199.3,0.57,1.17,-0.6,19.6,Poor,False
2912,VH0166,2025-07-30,2,6062.7,35.83,252.4,624.89,406.11,82.0,48.5,252.4,2.48,1.61,0.87,65.2,Poor,False
2913,VH0168,2025-07-30,1,8533.9,17.52,199.8,722.14,341.38,75.4,15.5,199.8,3.61,1.71,1.91,45.4,Good,False
2914,VH0171,2025-07-30,1,13978.6,6.11,241.9,735.76,295.22,54.1,2.4,241.9,3.04,1.22,1.82,28.2,Average,False
2915,VH0174,2025-07-30,1,14679.4,7.36,47.0,790.04,115.2,40.7,2.0,47.0,16.81,2.45,14.36,21.4,Excellent,False
2916,VH0175,2025-07-30,1,8320.4,16.05,189.1,424.96,356.41,59.0,11.4,189.1,2.25,1.88,0.36,35.2,Poor,False
2917,VH0176,2025-07-30,1,4137.6,10.62,143.7,149.08,311.91,39.9,10.2,143.7,1.04,2.17,-1.13,25.1,Excellent,False
2918,VH0178,2025-07-30,1,183.8,19.59,132.0,483.98,316.66,6.6,69.9,132.0,3.67,2.4,1.27,38.2,Good,False
2919,VH0180,2025-07-30,3,8447.9,36.48,635.2,1218.38,628.29,154.8,66.8,635.2,1.92,0.99,0.93,110.8,Poor,False
2920,VH0181,2025-07-30,1,1662.5,13.23,171.0,721.21,237.39,74.4,59.2,171.0,4.22,1.39,2.83,66.8,Poor,False
2921,VH0182,2025-07-30,1,5953.7,8.09,67.4,314.35,260.79,72.7,9.9,67.4,4.66,3.87,0.79,41.3,Poor,False
2922,VH0183,2025-07-30,1,5618.3,7.08,219.2,199.06,321.71,41.9,5.3,219.2,0.91,1.47,-0.56,23.6,Good,False
2923,VH0192,2025-07-30,2,5644.4,12.52,189.0,738.15,571.5,116.0,25.7,189.0,3.91,3.02,0.88,70.9,Excellent,False
2924,VH0193,2025-07-30,1,872.9,18.72,61.9,193.26,249.7,28.6,61.2,61.9,3.12,4.03,-0.91,44.9,Excellent,False
2925,VH0198,2025-07-30,1,3565.1,13.61,199.8,755.23,98.22,59.5,22.7,199.8,3.78,0.49,3.29,41.1,Average,False
2926,VH0003,2025-07-31,1,1141.9,14.06,172.9,773.92,347.89,45.8,56.4,172.9,4.48,2.01,2.46,51.1,Average,False
2927,VH0010,2025-07-31,1,2792.6,1.65,199.8,588.67,203.33,40.5,2.4,199.8,2.95,1.02,1.93,21.4,Excellent,False
2928,VH0012,2025-07-31,1,4494.0,3.86,104.4,356.08,246.41,28.7,2.5,104.4,3.41,2.36,1.05,15.6,Excellent,False
2929,VH0015,2025-07-31,1,7274.8,6.9,109.4,228.86,194.46,76.5,7.3,109.4,2.09,1.78,0.31,41.9,Average,False
2930,VH0020,2025-07-31,1,8383.1,7.9,117.0,679.78,95.18,38.2,3.6,117.0,5.81,0.81,5.0,20.9,Poor,False
2931,VH0031,2025-07-31,2,35261.3,23.4,405.4,596.19,269.84,104.2,6.9,405.4,1.47,0.67,0.81,55.6,Excellent,False
2932,VH0033,2025-07-31,1,4044.9,6.64,117.8,776.32,166.46,78.0,12.8,117.8,6.59,1.41,5.18,45.4,Poor,False
2933,VH0034,2025-07-31,1,6956.2,4.57,219.4,457.58,224.61,20.1,1.3,219.4,2.09,1.02,1.06,10.7,Average,False
2934,VH0049,2025-07-31,1,25538.0,11.81,117.9,383.26,285.22,79.8,3.7,117.9,3.25,2.42,0.83,41.7,Excellent,False
2935,VH0050,2025-07-31,1,9007.1,3.17,112.8,793.52,139.98,67.3,2.4,112.8,7.03,1.24,5.79,34.8,Good,False
2936,VH0053,2025-07-31,1,15341.9,14.67,159.6,223.24,227.81,77.4,7.4,159.6,1.4,1.43,-0.03,42.4,Excellent,False
2937,VH0056,2025-07-31,1,1513.1,14.14,145.6,157.19,240.83,24.8,23.1,145.6,1.08,1.65,-0.57,23.9,Good,False
2938,VH0068,2025-07-31,2,4907.2,14.97,474.0,853.16,630.21,114.5,34.9,474.0,1.8,1.33,0.47,74.7,Excellent,False
2939,VH0072,2025-07-31,1,12758.8,16.37,205.6,261.68,97.05,32.7,4.2,205.6,1.27,0.47,0.8,18.4,Poor,False
2940,VH0074,2025-07-31,1,2608.3,9.86,85.7,225.06,100.7,8.1,3.1,85.7,2.63,1.18,1.45,5.6,Poor,False
2941,VH0076,2025-07-31,1,4794.5,17.64,132.0,297.27,281.18,52.4,19.3,132.0,2.25,2.13,0.12,35.8,Excellent,False
2942,VH0081,2025-07-31,1,5036.4,12.07,104.4,354.16,274.14,77.1,18.5,104.4,3.39,2.63,0.77,47.8,Excellent,False
2943,VH0088,2025-07-31,1,1204.2,11.85,81.4,492.17,78.92,17.2,16.9,81.4,6.05,0.97,5.08,17.1,Excellent,False
2944,VH0090,2025-07-31,1,106.4,8.45,214.4,414.11,96.22,0.9,7.3,214.4,1.93,0.45,1.48,4.1,Excellent,False
2945,VH0092,2025-07-31,1,1742.7,5.96,182.0,533.45,240.14,65.9,22.6,182.0,2.93,1.32,1.61,44.2,Average,False
2946,VH0093,2025-07-31,2,6750.3,19.23,251.0,951.47,151.97,112.7,32.1,251.0,3.79,0.61,3.19,72.4,Excellent,False
2947,VH0096,2025-07-31,2,29100.0,24.48,228.8,526.41,511.86,131.0,11.0,228.8,2.3,2.24,0.06,71.0,Poor,False
2948,VH0108,2025-07-31,1,1283.9,4.24,152.4,140.38,197.19,6.0,2.0,152.4,0.92,1.29,-0.37,4.0,Average,False
2949,VH0113,2025-07-31,1,2169.6,17.8,93.7,635.5,217.15,77.7,63.8,93.7,6.78,2.32,4.46,70.7,Good,False
2950,VH0116,2025-07-31,1,10553.6,11.75,222.4,624.9,171.02,78.4,8.7,222.4,2.81,0.77,2.04,43.6,Good,False
2951,VH0119,2025-07-31,1,7211.8,3.17,139.5,740.61,261.54,18.8,0.8,139.5,5.31,1.87,3.43,9.8,Average,False
2952,VH0121,2025-07-31,1,3020.7,13.29,159.6,231.91,229.92,20.5,9.0,159.6,1.45,1.44,0.01,14.8,Good,False
2953,VH0124,2025-07-31,1,180.9,10.4,189.1,356.66,304.4,0.9,4.9,189.1,1.89,1.61,0.28,2.9,Good,False
2954,VH0128,2025-07-31,2,3549.8,17.4,322.4,982.1,488.51,70.9,34.7,322.4,3.05,1.52,1.53,52.8,Excellent,False
2955,VH0139,2025-07-31,1,3195.5,9.84,189.7,230.37,266.97,50.8,15.6,189.7,1.21,1.41,-0.19,33.2,Good,False
2956,VH0142,2025-07-31,1,757.3,19.31,95.0,472.24,285.93,34.0,86.7,95.0,4.97,3.01,1.96,60.3,Excellent,True
2957,VH0150,2025-07-31,1,5431.1,7.2,164.6,380.85,192.38,43.9,5.8,164.6,2.31,1.17,1.15,24.9,Excellent,False
2958,VH0151,2025-07-31,1,29495.1,15.22,214.4,546.55,256.12,75.8,3.9,214.4,2.55,1.19,1.35,39.9,Excellent,False
2959,VH0154,2025-07-31,1,3478.8,1.25,73.5,435.42,99.91,69.4,2.5,73.5,5.92,1.36,4.56,35.9,Poor,False
2960,VH0158,2025-07-31,1,3997.8,18.83,172.7,716.5,215.19,53.0,25.0,172.7,4.15,1.25,2.9,39.0,Average,True
2961,VH0160,2025-07-31,1,3782.3,19.57,207.1,616.36,141.92,67.5,34.9,207.1,2.98,0.69,2.29,51.2,Average,False
2962,VH0170,2025-07-31,1,14347.3,19.34,166.7,479.7,217.75,71.6,9.7,166.7,2.88,1.31,1.57,40.6,Excellent,True
2963,VH0171,2025-07-31,1,2357.6,0.92,90.3,114.7,203.74,9.1,0.4,90.3,1.27,2.26,-0.99,4.7,Poor,False
2964,VH0174,2025-07-31,1,4974.9,1.66,163.0,133.36,245.42,13.8,0.5,163.0,0.82,1.51,-0.69,7.1,Excellent,False
2965,VH0175,2025-07-31,1,1744.2,14.77,88.1,558.52,121.19,12.4,10.5,88.1,6.34,1.38,4.96,11.4,Good,False
2966,VH0180,2025-07-31,2,4881.5,10.41,294.2,808.46,515.69,89.4,19.1,294.2,2.75,1.75,1.0,54.3,Excellent,False
2967,VH0184,2025-07-31,1,10760.2,4.58,143.7,127.63,221.53,50.4,2.1,143.7,0.89,1.54,-0.65,26.3,Average,True
2968,VH0186,2025-07-31,1,1585.9,17.76,174.0,700.33,191.07,17.8,19.9,174.0,4.02,1.1,2.93,18.8,Poor,False
2969,VH0187,2025-07-31,1,2732.8,17.17,73.5,584.97,282.62,75.6,47.5,73.5,7.96,3.85,4.11,61.5,Good,False
2970,VH0190,2025-07-31,1,2210.6,1.35,153.5,376.2,181.05,27.8,1.7,153.5,2.45,1.18,1.27,14.7,Average,False
2971,VH0195,2025-07-31,1,20181.7,15.82,147.1,639.59,307.3,58.8,4.6,147.1,4.35,2.09,2.26,31.7,Average,False
2972,VH0001,2025-08-01,1,11883.6,5.72,245.7,413.71,312.78,32.2,1.5,245.7,1.68,1.27,0.41,16.9,Poor,False
2973,VH0003,2025-08-01,3,2697.1,32.01,577.8,1406.43,722.84,108.1,128.3,577.8,2.43,1.25,1.18,118.2,Good,False
2974,VH0004,2025-08-01,2,958.8,17.92,388.3,1233.27,359.87,58.8,109.9,388.3,3.18,0.93,2.25,84.4,Good,False
2975,VH0005,2025-08-01,3,7381.7,33.83,444.1,754.91,803.95,132.2,60.6,444.1,1.7,1.81,-0.11,96.4,Average,False
2976,VH0008,2025-08-01,1,1115.2,12.87,111.3,446.28,287.75,9.1,10.5,111.3,4.01,2.59,1.42,9.8,Good,False
2977,VH0009,2025-08-01,1,3298.0,4.2,148.4,588.26,187.96,42.2,5.4,148.4,3.96,1.27,2.7,23.8,Poor,False
2978,VH0010,2025-08-01,1,3484.0,4.83,199.3,383.15,268.97,50.5,7.0,199.3,1.92,1.35,0.57,28.8,Poor,False
2979,VH0011,2025-08-01,1,23504.6,13.69,103.7,281.9,266.36,67.7,3.9,103.7,2.72,2.57,0.15,35.8,Average,True
2980,VH0012,2025-08-01,2,16825.0,20.19,259.5,839.49,520.13,107.5,12.9,259.5,3.24,2.0,1.23,60.2,Poor,False
2981,VH0015,2025-08-01,1,5973.3,15.02,111.4,165.57,249.62,62.8,15.8,111.4,1.49,2.24,-0.75,39.3,Excellent,False
2982,VH0016,2025-08-01,2,14202.0,8.36,282.8,849.82,405.59,68.8,4.0,282.8,3.01,1.43,1.57,36.4,Poor,False
2983,VH0017,2025-08-01,1,249.6,3.47,117.0,409.11,175.04,19.8,27.5,117.0,3.5,1.5,2.0,23.6,Excellent,False
2984,VH0018,2025-08-01,2,7016.3,27.23,236.8,807.48,229.41,43.4,16.8,236.8,3.41,0.97,2.44,30.1,Average,False
2985,VH0019,2025-08-01,1,1275.4,0.79,120.3,724.11,241.73,57.3,3.5,120.3,6.02,2.01,4.01,30.4,Excellent,False
2986,VH0021,2025-08-01,1,10827.6,2.13,93.7,713.13,162.49,64.7,1.3,93.7,7.61,1.73,5.88,33.0,Excellent,False
2987,VH0023,2025-08-01,3,14985.9,23.46,522.6,1518.26,662.35,115.8,18.1,522.6,2.91,1.27,1.64,66.9,Excellent,False
2988,VH0024,2025-08-01,1,884.7,9.59,117.0,500.36,101.53,12.0,13.0,117.0,4.28,0.87,3.41,12.5,Excellent,False
2989,VH0027,2025-08-01,2,633.6,7.24,341.5,771.13,382.95,51.6,59.0,341.5,2.26,1.12,1.14,55.3,Good,False
2990,VH0028,2025-08-01,1,5784.4,17.23,104.4,628.94,134.58,29.7,8.8,104.4,6.02,1.29,4.74,19.2,Good,False
2991,VH0029,2025-08-01,1,4285.5,16.67,195.2,717.39,252.79,51.6,20.1,195.2,3.68,1.3,2.38,35.8,Average,False
2992,VH0030,2025-08-01,2,1956.9,21.56,365.3,600.12,458.07,66.4,73.2,365.3,1.64,1.25,0.39,69.8,Good,False
2993,VH0032,2025-08-01,1,4681.0,6.41,91.8,724.95,225.09,65.9,9.0,91.8,7.9,2.45,5.45,37.4,Excellent,False
2994,VH0034,2025-08-01,2,35609.1,19.32,311.7,1105.87,352.6,102.8,5.6,311.7,3.55,1.13,2.42,54.2,Excellent,False
2995,VH0039,2025-08-01,1,3339.3,9.48,207.1,589.43,175.64,35.9,10.2,207.1,2.85,0.85,2.0,23.0,Poor,False
2996,VH0040,2025-08-01,3,16733.0,39.79,522.8,1840.19,605.46,124.5,29.6,522.8,3.52,1.16,2.36,77.0,Good,False
2997,VH0041,2025-08-01,2,14768.5,17.27,399.5,710.76,549.7,82.5,9.6,399.5,1.78,1.38,0.4,46.1,Poor,False
2998,VH0042,2025-08-01,2,20151.1,29.64,168.8,689.23,451.75,63.3,9.3,168.8,4.08,2.68,1.41,36.3,Poor,False
2999,VH0049,2025-08-01,1,20890.3,6.14,133.3,325.16,285.21,65.2,1.9,133.3,2.44,2.14,0.3,33.6,Average,False
3000,VH0051,2025-08-01,1,11173.5,13.72,111.3,787.81,222.05,58.0,7.1,111.3,7.08,2.0,5.08,32.6,Excellent,False
3001,VH0052,2025-08-01,1,287.3,8.0,222.4,662.53,257.82,5.4,14.9,222.4,2.98,1.16,1.82,10.1,Excellent,True
3002,VH0056,2025-08-01,1,1833.2,0.54,195.2,756.39,146.8,30.0,0.9,195.2,3.87,0.75,3.12,15.4,Excellent,False
3003,VH0058,2025-08-01,1,922.8,17.35,205.6,347.73,169.76,8.2,15.4,205.6,1.69,0.83,0.87,11.8,Excellent,False
3004,VH0059,2025-08-01,1,513.2,13.22,60.9,577.86,257.98,23.8,61.2,60.9,9.49,4.24,5.25,42.5,Good,False
3005,VH0060,2025-08-01,2,12096.5,17.66,147.2,486.02,339.07,77.2,11.3,147.2,3.3,2.3,1.0,44.3,Good,False
3006,VH0061,2025-08-01,1,1721.7,5.33,121.0,421.63,152.45,17.7,5.5,121.0,3.48,1.26,2.22,11.6,Poor,False
3007,VH0065,2025-08-01,1,6009.5,13.05,82.3,319.78,203.62,33.4,7.3,82.3,3.89,2.47,1.41,20.3,Good,False
3008,VH0066,2025-08-01,1,2071.2,13.54,236.1,256.41,133.23,17.8,11.6,236.1,1.09,0.56,0.52,14.7,Poor,False
3009,VH0068,2025-08-01,1,2547.8,9.96,215.5,174.65,158.89,59.4,23.2,215.5,0.81,0.74,0.07,41.3,Good,False
3010,VH0069,2025-08-01,3,7489.7,38.07,505.3,1168.87,638.6,81.5,41.4,505.3,2.31,1.26,1.05,61.5,Excellent,False
3011,VH0072,2025-08-01,3,70350.3,27.73,548.3,1218.16,534.46,180.2,7.1,548.3,2.22,0.97,1.25,93.7,Average,False
3012,VH0074,2025-08-01,1,23243.3,15.17,47.0,118.33,196.66,72.2,4.7,47.0,2.52,4.18,-1.67,38.5,Average,False
3013,VH0075,2025-08-01,7,10509.6,74.68,940.2,3823.18,1166.4,192.9,137.1,940.2,4.07,1.24,2.83,165.0,Excellent,False
3014,VH0079,2025-08-01,1,583.0,1.78,219.4,602.29,370.94,4.6,1.4,219.4,2.75,1.69,1.05,3.0,Excellent,False
3015,VH0080,2025-08-01,5,5102.9,26.16,660.1,2147.63,1129.93,196.4,100.7,660.1,3.25,1.71,1.54,148.6,Good,False
3016,VH0084,2025-08-01,1,1853.7,13.55,148.4,138.33,122.66,39.5,28.9,148.4,0.93,0.83,0.11,34.2,Average,False
3017,VH0087,2025-08-01,1,2365.6,10.31,109.4,412.4,152.8,38.7,16.9,109.4,3.77,1.4,2.37,27.8,Average,False
3018,VH0089,2025-08-01,1,2870.0,14.55,174.0,192.03,260.89,12.3,6.2,174.0,1.1,1.5,-0.4,9.3,Excellent,False
3019,VH0090,2025-08-01,3,9403.9,32.49,401.7,1245.23,713.75,81.4,28.1,401.7,3.1,1.78,1.32,54.7,Good,False
3020,VH0091,2025-08-01,1,6690.8,16.35,228.7,403.95,310.18,79.9,19.5,228.7,1.77,1.36,0.41,49.7,Poor,False
3021,VH0092,2025-08-01,1,244.1,12.75,82.5,630.45,268.5,9.2,48.2,82.5,7.64,3.25,4.39,28.7,Excellent,False
3022,VH0093,2025-08-01,1,1872.9,14.78,169.9,701.42,125.72,31.3,24.7,169.9,4.13,0.74,3.39,28.0,Poor,False
3023,VH0098,2025-08-01,3,1148.0,23.31,507.3,1457.43,629.33,72.8,147.7,507.3,2.87,1.24,1.63,110.2,Good,False
3024,VH0100,2025-08-01,1,2303.0,16.11,139.5,279.53,264.14,12.6,8.8,139.5,2.0,1.89,0.11,10.7,Poor,False
3025,VH0101,2025-08-01,1,7071.1,11.95,157.7,219.45,137.64,39.1,6.6,157.7,1.39,0.87,0.52,22.9,Good,False
3026,VH0102,2025-08-01,4,41408.6,42.52,372.4,2008.56,696.36,135.7,13.9,372.4,5.39,1.87,3.52,74.8,Excellent,False
3027,VH0103,2025-08-01,1,2865.2,7.1,255.2,386.04,323.93,11.0,2.7,255.2,1.51,1.27,0.24,6.9,Poor,False
3028,VH0105,2025-08-01,2,25519.3,9.81,287.0,1431.19,451.38,140.3,5.4,287.0,4.99,1.57,3.41,72.8,Average,True
3029,VH0106,2025-08-01,1,16843.9,19.83,213.2,355.45,349.64,65.4,7.7,213.2,1.67,1.64,0.03,36.5,Average,False
3030,VH0108,2025-08-01,1,16799.1,12.74,140.8,312.15,272.29,78.6,6.0,140.8,2.22,1.93,0.28,42.3,Average,False
3031,VH0109,2025-08-01,1,2969.4,10.84,90.3,593.68,289.93,21.2,7.7,90.3,6.57,3.21,3.36,14.5,Excellent,False
3032,VH0110,2025-08-01,1,2864.5,19.01,236.1,337.74,204.36,66.5,44.1,236.1,1.43,0.87,0.56,55.3,Good,False
3033,VH0112,2025-08-01,1,28410.6,11.55,243.1,525.82,128.02,75.5,3.1,243.1,2.16,0.53,1.64,39.3,Excellent,False
3034,VH0115,2025-08-01,3,13797.7,35.97,284.9,791.48,502.1,63.0,16.4,284.9,2.78,1.76,1.02,39.7,Good,False
3035,VH0116,2025-08-01,1,5026.0,14.71,132.0,201.09,120.32,37.3,10.9,132.0,1.52,0.91,0.61,24.1,Excellent,False
3036,VH0117,2025-08-01,1,11836.4,10.71,171.0,785.43,231.33,70.9,6.4,171.0,4.59,1.35,3.24,38.6,Poor,False
3037,VH0118,2025-08-01,2,1726.4,21.82,261.2,1285.83,496.72,141.5,178.9,261.2,4.92,1.9,3.02,160.2,Excellent,False
3038,VH0120,2025-08-01,1,3268.8,19.9,210.0,297.67,311.45,21.2,12.9,210.0,1.42,1.48,-0.07,17.1,Average,False
3039,VH0123,2025-08-01,2,10463.8,24.87,361.8,824.87,444.7,80.2,19.1,361.8,2.28,1.23,1.05,49.6,Excellent,False
3040,VH0125,2025-08-01,4,2634.1,32.42,518.4,2080.63,766.41,189.8,233.6,518.4,4.01,1.48,2.54,211.7,Average,False
3041,VH0127,2025-08-01,1,9346.0,9.48,163.3,505.94,261.83,73.8,7.5,163.3,3.1,1.6,1.49,40.6,Excellent,False
3042,VH0129,2025-08-01,1,12823.7,6.79,101.9,771.84,182.23,53.4,2.8,101.9,7.57,1.79,5.79,28.1,Average,False
3043,VH0130,2025-08-01,1,11148.5,1.75,157.7,331.68,222.86,76.5,1.2,157.7,2.1,1.41,0.69,38.8,Poor,False
3044,VH0131,2025-08-01,1,582.1,6.81,189.1,390.61,251.48,7.5,8.8,189.1,2.07,1.33,0.74,8.2,Excellent,True
3045,VH0132,2025-08-01,2,10759.2,26.53,310.5,547.2,450.06,33.0,8.1,310.5,1.76,1.45,0.31,20.6,Excellent,False
3046,VH0135,2025-08-01,1,19909.0,0.92,97.7,729.34,149.8,65.5,0.3,97.7,7.47,1.53,5.93,32.9,Excellent,False
3047,VH0137,2025-08-01,1,1298.2,15.51,267.4,662.06,245.71,40.1,47.9,267.4,2.48,0.92,1.56,44.0,Excellent,True
3048,VH0138,2025-08-01,1,10091.4,8.29,88.1,321.14,162.49,44.3,3.6,88.1,3.65,1.84,1.8,24.0,Poor,False
3049,VH0139,2025-08-01,1,1337.4,2.75,212.9,536.73,335.26,21.3,4.4,212.9,2.52,1.57,0.95,12.8,Average,False
3050,VH0141,2025-08-01,2,1913.0,22.91,211.1,990.92,236.28,88.9,106.4,211.1,4.69,1.12,3.57,97.6,Poor,False
3051,VH0142,2025-08-01,1,874.8,8.04,121.0,284.25,141.28,39.3,36.1,121.0,2.35,1.17,1.18,37.7,Good,False
3052,VH0144,2025-08-01,1,693.8,1.86,207.6,439.4,280.31,9.8,2.6,207.6,2.12,1.35,0.77,6.2,Poor,False
3053,VH0146,2025-08-01,2,1365.2,19.45,209.0,598.48,353.03,51.3,73.1,209.0,2.86,1.69,1.17,62.2,Excellent,False
3054,VH0147,2025-08-01,2,6598.5,29.27,349.0,747.38,419.55,21.0,9.3,349.0,2.14,1.2,0.94,15.1,Good,False
3055,VH0149,2025-08-01,2,10707.5,21.62,321.0,801.82,597.72,86.9,17.5,321.0,2.5,1.86,0.64,52.2,Good,False
3056,VH0150,2025-08-01,3,21006.0,41.08,468.6,1473.29,634.59,169.7,33.2,468.6,3.14,1.35,1.79,101.5,Average,False
3057,VH0152,2025-08-01,1,238.3,1.09,120.5,558.42,294.58,1.7,0.8,120.5,4.63,2.44,2.19,1.3,Excellent,False
3058,VH0153,2025-08-01,1,4401.5,16.96,177.0,196.17,319.01,44.2,17.0,177.0,1.11,1.8,-0.69,30.6,Good,False
3059,VH0154,2025-08-01,1,3839.6,1.0,103.7,234.48,117.75,76.5,2.0,103.7,2.26,1.14,1.13,39.3,Average,False
3060,VH0155,2025-08-01,1,10787.5,17.96,189.7,162.88,173.2,79.0,13.2,189.7,0.86,0.91,-0.05,46.1,Good,False
3061,VH0156,2025-08-01,1,3173.6,2.52,82.3,502.97,235.0,14.2,1.1,82.3,6.11,2.86,3.26,7.7,Good,False
3062,VH0157,2025-08-01,1,1911.3,17.29,162.0,722.16,316.65,13.6,12.3,162.0,4.46,1.95,2.5,12.9,Good,False
3063,VH0158,2025-08-01,2,5096.0,16.0,387.5,1137.95,324.41,67.6,21.2,387.5,2.94,0.84,2.1,44.4,Poor,False
3064,VH0160,2025-08-01,1,3713.8,14.63,228.7,797.75,332.07,66.3,26.1,228.7,3.49,1.45,2.04,46.2,Good,False
3065,VH0161,2025-08-01,4,3272.0,40.43,749.9,1801.95,1057.86,184.0,227.4,749.9,2.4,1.41,0.99,205.7,Excellent,False
3066,VH0162,2025-08-01,1,1482.2,9.57,142.7,364.02,146.37,66.4,42.9,142.7,2.55,1.03,1.53,54.6,Average,False
3067,VH0164,2025-08-01,1,5444.3,18.16,142.7,425.12,230.01,32.1,10.7,142.7,2.98,1.61,1.37,21.4,Good,False
3068,VH0165,2025-08-01,1,3390.4,2.17,189.9,773.01,226.88,15.9,1.0,189.9,4.07,1.19,2.88,8.5,Poor,False
3069,VH0169,2025-08-01,1,1659.7,3.68,107.3,105.32,176.99,35.4,7.9,107.3,0.98,1.65,-0.67,21.6,Average,True
3070,VH0170,2025-08-01,2,15665.6,8.48,393.6,1201.38,628.93,78.2,4.2,393.6,3.05,1.6,1.45,41.2,Excellent,False
3071,VH0171,2025-08-01,1,13284.2,4.2,112.8,748.17,276.77,51.4,1.6,112.8,6.63,2.45,4.18,26.5,Average,False
3072,VH0174,2025-08-01,1,10121.0,10.22,97.7,289.08,269.86,28.1,2.8,97.7,2.96,2.76,0.2,15.4,Excellent,False
3073,VH0175,2025-08-01,2,16436.6,4.16,340.8,615.79,598.05,116.6,3.0,340.8,1.81,1.75,0.05,59.8,Poor,False
3074,VH0176,2025-08-01,2,9009.6,10.24,301.9,1047.74,399.8,86.9,9.9,301.9,3.47,1.32,2.15,48.4,Average,False
3075,VH0177,2025-08-01,1,17351.5,8.77,81.4,291.37,296.84,49.2,2.5,81.4,3.58,3.65,-0.07,25.8,Good,False
3076,VH0178,2025-08-01,1,2143.1,3.59,117.9,799.54,154.36,76.5,12.8,117.9,6.78,1.31,5.47,44.6,Good,False
3077,VH0179,2025-08-01,1,6008.1,13.58,92.8,761.01,313.96,21.5,4.9,92.8,8.2,3.38,4.82,13.2,Good,False
3078,VH0180,2025-08-01,1,3074.1,10.53,93.7,431.15,139.31,56.3,19.3,93.7,4.6,1.49,3.11,37.8,Poor,False
3079,VH0181,2025-08-01,1,436.2,1.98,219.4,335.12,276.71,19.5,8.9,219.4,1.53,1.26,0.27,14.2,Excellent,False
3080,VH0182,2025-08-01,1,2723.6,10.57,215.5,656.22,200.96,33.2,12.9,215.5,3.05,0.93,2.11,23.1,Average,False
3081,VH0183,2025-08-01,1,10665.5,2.76,95.3,518.34,182.33,79.6,2.1,95.3,5.44,1.91,3.53,40.8,Good,False
