maintenance_id,vehicle_id,maintenance_type,maintenance_date,odometer_reading,description,parts_cost,labor_cost,total_cost,maintenance_provider,next_maintenance_due_date,next_maintenance_due_mileage,maintenance_status,created_at,updated_at,_loaded_at
1089,VH0082,Tire Replacement,2025-03-14,180679,Temporibus excepturi impedit praesentium eveniet voluptatem.,669.146520601465,691.5849582839763,1069.49,"Fitzpatrick, Salazar and Moss",2025-05-23,483215,COMPLETED,2025-08-30 21:03:48.361185,2025-02-24 22:54:06.826014,2025-09-20 05:01:35.898319
1090,VH0082,Brake Service,2025-08-06,361858,Praesentium libero labore expedita.,540.677946725039,558.8084578169791,864.16,Smith Inc,2025-10-03,82217,COMPLETED,2024-07-24 18:32:37.349669,2025-08-11 18:48:31.234996,2025-09-20 16:02:47.582733
1091,VH0082,Engine Repair,2025-01-24,327334,Ipsum commodi accusamus eos beatae in perferendis ipsam.,4082.1823159912333,4219.069814746643,6524.51,Harris-Hernandez,2025-05-06,385379,COMPLETED,2025-02-02 12:47:24.803205,2024-12-31 19:45:12.774342,2025-09-20 04:27:47.479866
1092,VH0083,Engine Repair,2025-05-28,230331,Dolore facilis sed perferendis culpa deserunt maiores.,4578.838206231855,4732.380027919108,7318.31,Silva-Clayton,2025-09-23,157752,COMPLETED,2025-03-30 13:38:19.755160,2024-12-13 01:06:50.552382,2025-09-19 23:37:18.642916
1093,VH0083,Body Work,2025-07-05,123556,Amet id assumenda aperiam nihil in ea.,1719.9635201202695,1777.6389216567252,2749.0,Turner-Lang,2025-09-17,243131,COMPLETED,2025-07-06 19:13:58.169568,2025-09-02 03:17:21.556489,2025-09-20 14:58:29.742453
1094,VH0083,Routine Service,2025-05-21,163249,Dolorem impedit cumque officiis optio dolore recusandae.,432.29959788719503,446.795866325754,690.94,Perry PLC,2025-08-26,381146,COMPLETED,2025-06-19 08:41:21.215682,2024-10-29 16:57:38.997825,2025-09-20 05:25:17.669118
1095,VH0083,Tire Replacement,2025-09-06,430674,Saepe aspernatur possimus.,568.1322934921825,587.1834290364396,908.04,"Fuller, Graves and Campbell",2026-01-01,231358,COMPLETED,2023-09-26 16:56:50.326368,2025-07-24 07:25:13.287424,2025-09-20 07:45:21.471343
1096,VH0083,Oil Change,2025-08-28,491210,Consequuntur quo voluptatibus est nulla itaque fugiat.,60.564739449851615,62.59565209762495,96.8,"Dougherty, Blankenship and Davis",2025-11-28,256951,COMPLETED,2025-04-05 21:38:59.449360,2024-10-06 14:04:57.552945,2025-09-20 18:29:27.876913
1097,VH0083,Oil Change,2025-05-03,402508,Ex porro ut neque.,68.5169898466245,70.81456468193088,109.51,Gray-Jackson,2025-07-17,430806,COMPLETED,2025-01-12 08:35:11.762665,2024-12-10 06:30:31.113608,2025-09-20 09:29:36.215195
1098,VH0083,Preventive Maintenance,2025-04-30,379756,Distinctio saepe nostrum exercitationem commodi.,181.70673172547424,187.79988927884546,290.42,Richards-White,2025-10-18,137371,COMPLETED,2025-01-19 03:12:35.928093,2025-03-11 21:43:39.164716,2025-09-19 22:17:11.928360
1099,VH0083,Transmission Service,2025-09-04,312929,Similique alias eligendi.,2554.3992232409682,2640.055691626141,4082.67,Potts-Knight,2026-01-10,103057,COMPLETED,2024-03-09 23:05:56.271264,2024-10-03 08:09:47.231568,2025-09-20 13:18:48.932419
1100,VH0084,Oil Change,2025-02-18,147371,Illo neque error.,34.286650019130875,35.43638155939925,54.8,Taylor LLC,2025-04-07,253584,COMPLETED,2024-05-31 10:31:13.531074,2025-08-16 14:21:25.068072,2025-09-20 07:14:12.266847
1101,VH0084,Electrical Repair,2024-01-26,74017,Explicabo ipsa deleniti quasi hic.,867.7650798819959,896.8637781020657,1386.94,Nixon LLC,2024-04-16,399895,COMPLETED,2025-01-10 14:55:20.202532,2025-03-08 19:58:16.479046,2025-09-20 13:18:49.755165
1102,VH0084,Preventive Maintenance,2022-02-06,85840,Amet aperiam vel reprehenderit commodi sapiente.,199.36936183569438,206.05479897632426,318.65,"Terrell, Simpson and Howell",2022-06-10,235318,COMPLETED,2025-01-03 18:07:29.779661,2025-05-21 23:57:46.480613,2025-09-20 06:48:51.293819
1103,VH0084,Routine Service,2023-08-17,388130,Modi debitis porro ratione.,372.7421851988544,385.24131959876104,595.75,Lee-Ramirez,2023-12-16,118877,COMPLETED,2024-10-18 13:18:00.773199,2025-06-07 19:04:10.255005,2025-09-20 08:32:56.834108
1104,VH0084,Engine Repair,2023-04-08,266590,Beatae impedit eveniet dolorum alias veritatis inventore libero.,1918.8949137987852,1983.241066124079,3066.95,Burns and Sons,2023-06-05,353454,COMPLETED,2023-10-29 12:33:58.040076,2025-02-24 16:40:35.500426,2025-09-20 05:54:40.124792
1105,VH0084,Engine Repair,2020-11-15,203382,Maxime dignissimos cupiditate veritatis.,3511.497293811495,3629.248056572204,5612.39,Baker-Ferrell,2021-03-13,185381,COMPLETED,2024-04-13 11:30:52.147280,2025-03-12 16:49:44.079618,2025-09-20 01:43:22.923422
1106,VH0084,Engine Repair,2022-05-02,277645,Officia molestias assumenda molestiae aperiam alias tenetur.,1116.4684262798887,1153.906874267416,1784.44,"Carney, Douglas and Hopkins",2022-06-13,217993,COMPLETED,2025-03-29 01:19:17.529503,2025-02-04 10:43:27.049057,2025-09-20 17:35:47.625099
1107,VH0084,Brake Service,2022-04-23,220160,Voluptas deserunt eius excepturi suscipit.,447.828697403159,462.8457019152483,715.76,Wiggins PLC,2022-09-02,128730,COMPLETED,2024-07-23 11:23:05.975500,2025-06-01 04:14:45.510255,2025-09-19 22:24:48.438519
1108,VH0084,Routine Service,2020-08-29,272448,Aut porro magni ut repellat laboriosam illo.,488.1780780552348,504.54811517739535,780.25,"Smith, James and Conway",2020-10-05,181051,COMPLETED,2023-10-29 11:42:32.982696,2024-10-03 03:18:00.182324,2025-09-19 22:22:47.644552
1109,VH0084,Tire Replacement,2022-07-20,98160,Repellat voluptatum itaque occaecati laborum explicabo.,882.9876016879348,912.5967555352806,1411.27,"Nelson, Brooks and Richardson",2023-01-06,110961,COMPLETED,2023-11-12 17:16:38.811010,2025-07-12 16:08:47.595575,2025-09-20 18:04:37.318955
1110,VH0084,Engine Repair,2023-03-24,90805,Reiciendis eos at natus.,4976.044041353119,5142.9053350903605,7953.16,"Peterson, Hahn and Ball",2023-08-28,348867,COMPLETED,2024-07-03 09:40:58.102831,2025-08-23 19:46:55.400159,2025-09-20 03:28:13.029020
1111,VH0084,Engine Repair,2023-06-07,77611,Cumque recusandae id dignissimos tempora cupiditate vel.,1532.9386036290541,1584.3425133403816,2450.08,Adams-Gentry,2023-09-19,151994,COMPLETED,2023-10-25 16:05:56.224311,2025-01-04 05:29:20.491230,2025-09-20 08:15:10.903416
1112,VH0084,Preventive Maintenance,2025-04-21,390248,Necessitatibus aliquam commodi eius.,128.6562745152168,132.97049525655598,205.63,"Huang, Johnson and Anderson",2025-10-10,219121,COMPLETED,2024-02-21 14:39:06.236259,2024-12-09 09:40:31.015890,2025-09-19 21:51:06.860126
1113,VH0084,Tire Replacement,2024-07-02,403476,Suscipit consequuntur a tenetur id.,1180.386750476137,1219.9685666051573,1886.6,Thompson Inc,2024-12-09,400971,COMPLETED,2024-12-25 16:41:01.619674,2025-01-05 00:11:44.235300,2025-09-20 06:16:22.056260
1114,VH0084,Engine Repair,2021-05-24,294454,Excepturi inventore laudantium ab.,4600.72410071487,4754.999820381659,7353.29,Sharp Ltd,2021-10-30,232395,COMPLETED,2024-03-26 05:45:36.827056,2025-03-31 09:14:22.267267,2025-09-20 04:00:11.740441
1115,VH0084,Preventive Maintenance,2024-09-24,270799,Nam tempora ducimus fugiat.,170.51351696557913,176.23133332815834,272.53,Aguilar Group,2025-01-05,184314,COMPLETED,2024-05-10 06:30:09.872955,2025-05-05 07:02:18.386793,2025-09-20 06:09:43.647331
1116,VH0084,Engine Repair,2023-11-01,302324,Necessitatibus accusantium corporis voluptate.,4449.925407510291,4599.144406450156,7112.27,"Martinez, Padilla and Gonzalez",2024-01-14,114029,COMPLETED,2024-06-17 03:42:44.999709,2024-10-23 20:55:49.405478,2025-09-20 16:50:46.410704
1117,VH0085,Tire Replacement,2024-12-01,89726,Aliquam quibusdam facilis quibusdam excepturi dolores.,437.3987985743468,452.06605810876687,699.09,Lopez Ltd,2025-03-05,255842,COMPLETED,2024-03-25 10:56:55.227377,2025-05-19 11:53:58.445128,2025-09-20 06:12:48.006755
1118,VH0085,Engine Repair,2025-07-26,384352,Eum voluptate animi deserunt.,3971.5890996156572,4104.768084738624,6347.75,Moody-Hall,2025-10-18,450432,COMPLETED,2024-09-25 17:13:25.389672,2024-10-27 23:01:30.462808,2025-09-19 22:17:29.668921
1119,VH0085,Oil Change,2022-09-21,387017,Nihil ab praesentium.,64.6878968152909,66.85707097493227,103.39,"Moreno, Alvarez and Gonzalez",2022-10-28,352366,COMPLETED,2024-06-21 01:33:01.594819,2025-07-16 08:20:37.422014,2025-09-20 09:22:19.796148
1120,VH0085,Tire Replacement,2025-09-06,138475,Doloribus enim laudantium.,734.6165034117179,759.2503408820702,1174.13,Harrison Ltd,2025-12-09,379109,COMPLETED,2025-04-19 03:28:20.710548,2025-02-25 12:08:57.467403,2025-09-19 21:40:01.395590
1121,VH0085,Preventive Maintenance,2024-09-11,361671,Nulla voluptatibus eos perferendis omnis.,120.93552157295267,124.99084291270586,193.29,Lopez-Smith,2024-10-20,360643,COMPLETED,2023-12-27 09:51:15.557882,2025-04-23 11:06:53.566326,2025-09-20 09:45:38.584712
1122,VH0085,Body Work,2023-02-13,269688,Inventore quasi autem repellat amet.,324.06515287242405,334.9320041731906,517.95,Thomas-Weaver,2023-03-28,304940,COMPLETED,2025-06-20 21:49:52.021341,2024-11-11 10:40:51.579418,2025-09-19 21:11:49.562918
1123,VH0085,Routine Service,2025-08-19,424805,Quae numquam molestiae ex quos.,284.44780471163267,293.9861705903227,454.63,Warner Inc,2025-11-11,113133,COMPLETED,2024-10-05 04:35:41.938948,2025-04-17 23:25:39.344584,2025-09-19 22:07:06.103603
1124,VH0085,Electrical Repair,2023-02-27,277112,Est quibusdam delectus blanditiis.,205.41332240476018,212.3014312001162,328.31,Avila-Perez,2023-08-24,234618,COMPLETED,2025-01-19 19:01:11.413588,2025-01-06 14:35:36.958696,2025-09-20 07:53:17.634782
1125,VH0085,Transmission Service,2023-10-23,81913,Ea maiores enim quod unde necessitatibus tenetur.,2776.943357279374,2870.062380619986,4438.36,Guzman-Hunter,2024-01-16,278545,COMPLETED,2024-08-29 04:35:44.663340,2024-11-23 10:15:52.593998,2025-09-20 14:57:27.381974
1126,VH0085,Brake Service,2023-06-19,88916,Ipsa ullam earum debitis.,560.004855832538,578.7834546485456,895.05,"Allen, Smith and Zamora",2023-12-12,370806,COMPLETED,2024-01-12 01:47:17.249091,2025-07-16 08:23:33.167036,2025-09-20 06:19:19.485162
1127,VH0085,Oil Change,2024-09-20,255123,Magni et iure asperiores officiis autem non itaque.,36.45772074114519,37.68025462529552,58.27,Webster-Brown,2024-10-30,319173,COMPLETED,2025-01-16 08:32:30.200291,2025-07-26 20:55:22.738187,2025-09-20 03:11:34.264205
1128,VH0085,Engine Repair,2022-10-06,497554,Alias facere architecto expedita aperiam omnis.,3703.358630095555,3827.5430639661777,5919.04,Miller-Duran,2023-04-04,104278,COMPLETED,2024-10-27 17:23:46.518247,2024-12-28 12:47:25.580366,2025-09-19 21:59:35.753396
1129,VH0085,Tire Replacement,2024-10-27,421179,Ipsam provident rem.,517.959912743385,535.3286217873845,827.85,"Craig, Flores and Wise",2024-12-24,306137,COMPLETED,2024-07-05 11:13:40.138895,2025-01-04 20:47:12.127045,2025-09-19 22:14:03.600177
1130,VH0086,Tire Replacement,2025-03-01,57313,Consequuntur magni nobis cum fugiat quia amet.,1210.6941469529015,1251.292258625911,1935.04,"Jacobs, Chung and Carroll",2025-06-04,318418,COMPLETED,2025-03-13 12:39:33.041977,2025-04-14 17:12:09.949116,2025-09-19 21:42:40.710220
1131,VH0086,Brake Service,2023-12-13,307712,Odio ducimus adipisci veritatis.,533.9895472961246,551.8957768157022,853.47,Hayes-Harmon,2024-05-02,430898,COMPLETED,2024-06-29 12:16:11.202011,2025-01-22 07:16:27.986672,2025-09-20 12:53:03.435855
1132,VH0086,Engine Repair,2022-05-07,175237,Omnis dolorem at accusamus amet delectus.,3220.630127253215,3328.6272641789715,5147.5,Evans-Burns,2022-06-19,256422,COMPLETED,2025-05-03 23:35:33.124895,2025-01-17 18:00:33.960817,2025-09-20 17:15:59.521168
1133,VH0086,Transmission Service,2022-10-09,79559,Optio eum eligendi.,1416.7769349693492,1464.2856045754536,2264.42,"Lee, Matthews and Williams",2023-03-23,361754,COMPLETED,2024-01-16 10:13:57.435058,2025-06-18 06:19:10.953777,2025-09-20 03:55:54.313708
1134,VH0086,Electrical Repair,2021-07-09,232501,Dolor modi nulla laboriosam.,915.95409054757,946.6687070747834,1463.96,Nguyen-Hogan,2021-11-08,410776,COMPLETED,2024-05-30 04:30:37.674506,2025-06-23 11:36:21.404477,2025-09-20 09:23:54.048342
1135,VH0086,Preventive Maintenance,2025-05-13,434317,Esse cupiditate tempore quam consequatur hic quibusdam.,211.71380718017346,218.81318963630508,338.38,Melton-Marshall,2025-07-18,322513,COMPLETED,2024-03-14 15:14:33.005835,2025-08-06 17:36:01.792112,2025-09-20 08:16:07.187609
1136,VH0086,Electrical Repair,2020-03-21,59619,Rerum impedit molestiae.,895.0317260103485,925.0447545319674,1430.52,Kramer Group,2020-08-31,262082,COMPLETED,2024-12-28 07:16:41.232660,2025-08-31 04:29:52.663085,2025-09-19 23:41:46.481109
1137,VH0086,Body Work,2025-08-26,63496,Officia officia doloribus nisi tempora optio tempora.,534.0083173600036,551.9151762946581,853.5,Smith-Moody,2025-09-27,217050,COMPLETED,2024-12-23 23:10:32.155565,2025-08-30 18:43:12.283698,2025-09-20 02:41:48.710945
1138,VH0086,Engine Repair,2023-07-11,388216,Minima blanditiis eius vero quisquam iure.,4397.957357317061,4545.433715714321,7029.21,Hernandez and Sons,2023-12-03,76074,COMPLETED,2024-06-06 01:46:01.504171,2024-11-30 15:33:57.671495,2025-09-19 23:26:28.895114
1139,VH0086,Routine Service,2020-08-21,186962,Nulla nihil pariatur.,186.19903368053556,192.442831242285,297.6,Hernandez-Rogers,2020-10-01,452042,COMPLETED,2024-05-18 13:40:31.690922,2024-12-12 03:35:15.839240,2025-09-20 01:15:27.987285
1140,VH0086,Electrical Repair,2019-05-16,372872,Nam hic corrupti doloribus possimus at.,152.56307920921302,157.6789649533561,243.84,Torres PLC,2019-07-27,232367,COMPLETED,2023-11-07 19:06:39.153173,2024-12-31 12:16:38.548109,2025-09-20 18:06:28.018020
1141,VH0086,Electrical Repair,2021-01-12,248515,Vel dolorum cupiditate tempore.,258.7077904454457,267.38301844883205,413.49,"Cummings, Reynolds and Valentine",2021-05-23,316232,COMPLETED,2023-11-15 22:42:56.732422,2025-05-15 01:26:24.702319,2025-09-20 17:23:47.824405
1142,VH0086,Brake Service,2020-04-07,367981,Dolorum tempora dolores.,434.0514705159097,448.6064843616357,693.74,Gomez Inc,2020-08-28,338870,COMPLETED,2023-12-12 05:34:08.864630,2024-11-24 08:50:15.185975,2025-09-20 15:03:40.844771
1143,VH0086,Transmission Service,2019-08-31,197322,Aut modi consequatur nam nisi.,1251.5190358899142,1293.4861253549402,2000.29,"Roberts, Young and Harding",2019-12-18,260884,COMPLETED,2025-09-18 09:39:32.215193,2025-09-14 17:59:46.626260,2025-09-19 22:54:35.550374
1144,VH0086,Body Work,2024-06-11,492513,Molestias modi porro adipisci corrupti quas.,1314.3111562534175,1358.383848955329,2100.65,Henry-Frye,2024-07-29,248049,COMPLETED,2023-12-08 00:13:54.903963,2025-04-06 18:37:56.817329,2025-09-19 19:04:37.839464
1145,VH0086,Oil Change,2023-04-30,391507,Iusto ea quas in cupiditate.,73.71629754113138,76.18822035270838,117.82,"Montgomery, Carr and George",2023-06-14,192151,COMPLETED,2024-10-05 08:39:15.026894,2024-12-06 03:52:34.768128,2025-09-20 01:57:38.168529
1146,VH0086,Brake Service,2022-09-01,232284,Numquam impedit molestiae eveniet magni soluta illo.,603.163489378517,623.3893232610886,964.03,"Shields, Wood and Waller",2022-12-10,229780,COMPLETED,2023-12-13 17:32:13.715920,2025-08-09 12:13:12.004513,2025-09-20 06:08:51.521926
1147,VH0087,Routine Service,2019-09-25,79498,Error quaerat repellendus accusantium atque asperiores.,387.02620381083904,400.0043230841823,618.58,Wood-Sanchez,2020-03-09,341248,COMPLETED,2023-12-14 13:44:54.246287,2025-05-30 22:43:39.905359,2025-09-20 09:04:31.653034
1148,VH0087,Brake Service,2025-05-13,455722,Doloremque eaque quas harum numquam architecto ipsam.,201.06492427277186,207.8072185753384,321.36,Schultz-Winters,2025-08-12,479388,COMPLETED,2024-08-19 07:46:43.907720,2025-04-07 08:24:09.170006,2025-09-20 00:55:43.226347
1149,VH0087,Body Work,2022-05-16,182461,Nobis esse eligendi reprehenderit perferendis animi quis.,1496.1680484899243,1546.3389340658216,2391.31,Ray-Rivera,2022-09-20,264785,COMPLETED,2024-12-13 09:46:30.660912,2025-02-22 12:30:33.641414,2025-09-20 17:56:04.438084
1150,VH0087,Tire Replacement,2020-07-27,79070,Iusto voluptatem ab adipisci ea.,1014.9036106301529,1048.9362936371735,1622.11,Harrington-Armstrong,2020-10-02,169386,COMPLETED,2024-11-17 18:16:33.627801,2025-02-03 14:55:43.509022,2025-09-20 02:16:37.589583
1151,VH0087,Brake Service,2025-02-25,190943,Reiciendis dolorem alias quia facilis magni.,503.5757871240452,520.4621544141986,804.86,"Lynch, Li and Wright",2025-08-16,195234,COMPLETED,2024-12-20 17:13:51.671685,2025-06-03 20:44:14.275025,2025-09-20 18:37:00.650784
1152,VH0087,Oil Change,2022-12-05,381208,Quidem modi aut iusto ipsa modi.,34.16777294789666,35.31351819267871,54.61,"Gilmore, Cruz and Hernandez",2023-05-07,335357,COMPLETED,2024-07-29 16:08:35.758225,2024-09-21 22:45:22.491354,2025-09-20 03:45:43.805086
1153,VH0087,Engine Repair,2021-05-20,458458,Consectetur dolore amet iusto illum vitae.,1784.9830213974244,1844.838716759878,2852.92,Ford-Mccullough,2021-08-01,142878,COMPLETED,2025-04-16 06:44:57.587069,2024-11-14 19:53:56.405597,2025-09-20 10:47:23.304995
1154,VH0087,Engine Repair,2025-05-19,183701,Earum deleniti inventore mollitia repellat.,2754.4005105605916,2846.76360639398,4402.33,Waters-Moody,2025-06-24,118517,COMPLETED,2025-02-01 05:44:26.499179,2025-06-26 07:35:07.045556,2025-09-20 14:35:43.647190
1155,VH0087,Oil Change,2021-02-03,298827,Vero facere ipsam.,42.73317876471968,44.16614708954322,68.3,Wright-Schultz,2021-07-26,282535,COMPLETED,2025-05-27 03:30:01.707445,2025-09-12 20:08:16.091999,2025-09-20 15:39:49.828146
1156,VH0087,Transmission Service,2021-06-02,375933,At aut earum impedit dolor pariatur et.,1837.0511785980095,1898.6528713834764,2936.14,Bowers LLC,2021-10-17,257701,COMPLETED,2023-09-23 08:33:08.079283,2025-02-24 19:43:13.782522,2025-09-19 20:11:10.567623
1157,VH0087,Preventive Maintenance,2022-06-05,122080,Rem quos itaque nobis.,187.16882031428833,193.4451376550052,299.15,Jacobs-Herrera,2022-11-19,164693,COMPLETED,2023-09-22 06:32:57.348069,2025-02-28 05:14:17.527699,2025-09-20 12:51:27.143169
1158,VH0087,Tire Replacement,2024-08-05,128663,Accusamus illum excepturi numquam error eveniet cum eaque.,286.8628862640751,296.4822368826453,458.49,"Jacobs, Phillips and Brown",2024-12-20,251372,COMPLETED,2024-01-13 21:26:48.736221,2025-01-23 12:40:42.405137,2025-09-20 16:26:22.764917
1159,VH0087,Body Work,2024-12-25,266270,Veniam dolore cum dolorem cumque tempore.,1356.8065808756687,1402.3042693114314,2168.57,Wright-Bennett,2025-06-17,412329,COMPLETED,2024-10-21 23:18:12.971143,2025-08-23 06:23:17.864035,2025-09-20 09:25:03.471777
1160,VH0087,Routine Service,2023-10-22,183097,Tempora nam itaque.,286.66892893732455,296.28177560010124,458.18,Green-Thomas,2024-01-01,434348,COMPLETED,2024-11-26 07:44:46.772902,2025-07-16 22:44:36.690986,2025-09-20 13:50:15.721365
1161,VH0088,Transmission Service,2025-08-26,464676,Reprehenderit cumque perferendis architecto quidem.,1038.916779019464,1073.7546937147238,1660.49,"Schneider, Fisher and Richardson",2025-10-13,359744,COMPLETED,2024-09-01 15:51:20.429765,2025-07-20 07:17:10.915968,2025-09-19 21:02:57.103231
1162,VH0088,Engine Repair,2025-09-14,455144,Unde esse magni ex.,2740.297935899438,2832.1881312051323,4379.79,Peters-Wheeler,2026-03-03,492056,COMPLETED,2024-01-22 16:10:44.086662,2025-02-06 15:41:08.100349,2025-09-20 03:54:48.711624
1163,VH0088,Electrical Repair,2025-09-13,175051,Vero voluptatibus cum aliquam doloremque.,796.3700135739115,823.0746266469005,1272.83,Giles Group,2026-01-25,62137,COMPLETED,2025-09-13 20:49:48.427695,2025-02-08 17:43:40.516937,2025-09-20 04:52:59.516521
1164,VH0088,Transmission Service,2025-09-01,129368,Veritatis error nam possimus.,2922.5489994774057,3020.550605373698,4671.08,"Chavez, Martin and Anderson",2025-12-30,404281,COMPLETED,2025-05-02 23:51:49.187645,2024-10-04 09:20:00.199170,2025-09-19 20:12:21.554219
1165,VH0088,Electrical Repair,2025-09-18,424360,Deserunt enim et ex quam.,713.0059031989298,736.9150741108721,1139.59,"Woods, Thomas and Decker",2026-03-10,325363,COMPLETED,2025-04-18 07:49:56.573198,2025-07-21 07:01:30.128093,2025-09-20 10:42:48.029479
1166,VH0088,Tire Replacement,2025-09-04,166190,Magnam eligendi quod eligendi architecto corporis iusto.,1240.782559351077,1282.3896233921796,1983.13,"Hamilton, Nguyen and Thompson",2025-10-09,461124,COMPLETED,2025-01-28 09:02:27.783441,2025-08-22 09:56:05.446391,2025-09-20 14:58:18.929136
1167,VH0088,Preventive Maintenance,2025-09-10,117315,Dolor exercitationem recusandae enim nostrum minus.,247.87746358721296,256.1895190912919,396.18,"Campbell, Cunningham and Carroll",2025-12-26,452569,COMPLETED,2025-02-26 05:27:37.687624,2024-10-22 05:46:06.042430,2025-09-20 10:14:33.540751
1168,VH0088,Oil Change,2025-09-17,289733,Quibusdam praesentium quidem.,64.58153311997607,66.74714059418231,103.22,"Love, Anderson and Brown",2025-11-19,406062,COMPLETED,2024-04-02 17:17:05.953430,2025-09-12 05:26:56.542723,2025-09-20 10:57:52.951072
1169,VH0088,Transmission Service,2025-08-27,209987,Quos ipsum dicta magnam aperiam.,2903.7101120307634,3001.0799949949846,4640.97,Garcia and Sons,2026-02-11,225057,COMPLETED,2023-11-19 22:25:55.338715,2025-03-11 15:10:13.461010,2025-09-19 23:06:27.254703
1170,VH0089,Tire Replacement,2025-08-25,473282,Voluptatibus odit in dolorem odit.,983.6451975835147,1016.6296946826558,1572.15,Davis LLC,2025-10-31,197711,COMPLETED,2024-03-08 19:02:13.141194,2024-10-30 16:44:29.944759,2025-09-20 07:17:19.946041
1171,VH0089,Oil Change,2025-09-08,305436,Ea placeat fuga cupiditate.,76.61314406647035,79.18220660489851,122.45,Potter-Vasquez,2025-12-30,129749,COMPLETED,2023-11-12 02:55:14.516405,2025-09-20 01:07:05.511209,2025-09-20 09:34:46.125176
1172,VH0089,Body Work,2025-03-10,147677,Eligendi quis corporis corrupti laborum autem.,684.3315022796457,707.2791367592796,1093.76,May-Foster,2025-07-26,315996,COMPLETED,2023-12-03 04:48:31.040073,2024-11-11 16:36:29.410414,2025-09-20 14:44:33.134548
1173,VH0089,Routine Service,2024-09-25,387903,Perferendis praesentium illo placeat iste incidunt reiciendis.,172.19656602673723,177.97081994120188,275.22,Moore-Farmer,2024-12-01,331193,COMPLETED,2024-01-19 07:45:53.274787,2025-04-19 02:53:06.005285,2025-09-19 21:03:42.905313
1174,VH0089,Routine Service,2025-07-26,224389,Officia ipsum nesciunt illo quaerat odit ullam.,285.66785886377323,295.24713672245457,456.58,Newman PLC,2025-10-18,148872,COMPLETED,2025-07-17 18:50:10.923109,2025-08-07 21:58:04.330208,2025-09-20 11:28:44.953368
1175,VH0089,Transmission Service,2024-07-31,405350,Iste omnis nulla illum sint.,1490.0239809135032,1539.988837954265,2381.49,Mendoza Inc,2024-10-30,403292,COMPLETED,2024-07-07 15:29:02.213335,2024-12-26 13:28:52.251264,2025-09-19 20:36:52.795294
1176,VH0089,Preventive Maintenance,2024-10-22,299508,Nihil ullam animi ducimus iure.,101.81508316812348,105.229240349654,162.73,Dodson and Sons,2024-11-30,325413,COMPLETED,2024-08-03 08:28:05.723767,2024-10-27 20:58:19.876366,2025-09-20 00:08:04.667560
1177,VH0089,Transmission Service,2025-02-19,489063,Error atque tenetur expedita est voluptatum.,1021.5419565553898,1055.7972426945682,1632.72,"Santiago, Smith and Cannon",2025-05-22,389851,COMPLETED,2024-03-10 17:05:40.873817,2025-09-16 18:01:35.028678,2025-09-19 19:52:45.952733
1178,VH0089,Tire Replacement,2025-02-15,274378,Laborum voluptate incidunt eveniet.,1110.6935032930899,1147.9383012419917,1775.21,"Espinoza, Perry and Jones",2025-08-04,79768,COMPLETED,2023-12-21 09:19:28.382572,2024-09-25 07:14:08.775359,2025-09-20 12:30:28.627931
1179,VH0089,Oil Change,2024-10-14,357158,Illo iusto aliquam blanditiis vel.,65.80784396007638,68.01457321929952,105.18,Aguilar Inc,2025-03-22,206636,COMPLETED,2024-11-23 06:25:39.625833,2024-12-04 07:46:11.047379,2025-09-20 05:10:19.378565
1180,VH0089,Preventive Maintenance,2024-12-16,497059,Eligendi praesentium placeat itaque nam nesciunt voluptate alias.,71.48891662747981,73.8861488499445,114.26,"Keith, Hicks and Calderon",2025-05-10,468542,COMPLETED,2024-01-25 06:05:23.498233,2025-05-04 03:05:43.581031,2025-09-20 05:23:29.663409
1181,VH0090,Tire Replacement,2025-02-26,392298,Numquam sint reiciendis quod nam.,1092.5866483377313,1129.2242705425572,1746.27,Herrera Ltd,2025-07-21,255412,COMPLETED,2024-09-12 16:35:29.087634,2025-03-20 23:50:08.571740,2025-09-19 23:44:20.551074
1182,VH0090,Oil Change,2025-06-24,313448,Quae voluptatem nostrum voluptatem distinctio autem doloremque.,69.26153571382825,71.58407734718061,110.7,"Brooks, Price and Davenport",2025-07-30,446584,COMPLETED,2025-06-29 15:14:10.709927,2025-07-26 09:54:22.989485,2025-09-20 07:01:01.279429
1183,VH0090,Preventive Maintenance,2025-06-28,125863,Facilis velit exercitationem illum placeat.,288.4958818215556,298.1699915518065,461.1,Cook-Murphy,2025-09-10,281128,COMPLETED,2024-01-20 20:48:14.730258,2025-07-11 14:24:03.134714,2025-09-20 07:19:05.537523
1184,VH0090,Body Work,2025-01-10,56701,Fuga possimus sunt quaerat amet molestiae aperiam.,510.41434706399224,527.5300312471225,815.79,Hayes-Griffin,2025-03-21,392010,COMPLETED,2024-05-26 00:49:40.378886,2024-12-15 15:30:22.458014,2025-09-20 09:31:41.912874
1185,VH0090,Routine Service,2025-09-08,393737,Ipsam sapiente illo earum esse.,383.44737829789324,396.30548909659535,612.86,"Hunt, Sullivan and Lopez",2026-01-29,71848,COMPLETED,2025-01-27 22:36:46.173359,2024-10-14 02:38:44.666923,2025-09-19 21:48:41.036718
1186,VH0090,Tire Replacement,2024-10-28,120785,Excepturi optio repellendus quibusdam tenetur accusantium laborum.,514.1933865916483,531.4357930102389,821.83,"Fitzpatrick, Harris and Wolf",2024-12-03,68760,COMPLETED,2023-10-06 11:51:12.552222,2025-01-05 01:43:27.213708,2025-09-20 16:11:41.387179
