maintenance_id,vehicle_id,maintenance_type,maintenance_date,maintenance_mileage,maintenance_cost_usd,maintenance_duration_hours,next_maintenance_due_date,next_maintenance_due_mileage,maintenance_status,risk_score,parts_replaced,service_provider,warranty_covered
1376,VH0107,Transmission Service,2025-06-04,436622,1997.51,7.0,2025-08-09,449431,Completed,3,"[""eos""]",Murray Ltd,False
1377,VH0107,Engine Repair,2024-12-21,309306,1062.73,2.7,2025-05-15,356052,Scheduled,2,"[""beatae""]",Matthews Inc,True
1378,VH0107,Routine Service,2024-12-18,184485,778.09,6.4,2025-06-10,373691,In Progress,6,"[""occaecati"", ""debitis""]",Sharp LLC,True
1379,VH0108,Preventive Maintenance,2025-07-03,150347,442.59,2.6,2025-08-06,149591,Completed,5,[],"Flores, Allen and Olson",False
1380,VH0108,Oil Change,2025-03-03,104485,104.12,2.4,2025-07-14,301927,Completed,6,[],"Barnett, Powers and Daniel",False
1381,VH0108,Routine Service,2025-01-25,411465,417.15,7.9,2025-07-03,340042,In Progress,9,"[""voluptatum""]",Huang Ltd,False
1382,VH0108,Tire Replacement,2024-10-26,480334,989.05,7.6,2025-01-29,83469,In Progress,2,"[""dolore"", ""mollitia"", ""earum""]",Jones-Johnson,True
1383,VH0108,Brake Service,2025-08-01,374387,1070.69,8.0,2025-11-10,467898,Completed,4,"[""explicabo""]",Lopez-Jimenez,True
1384,VH0108,Tire Replacement,2025-05-26,490700,700.42,4.4,2025-10-01,236015,Scheduled,3,"[""nam"", ""voluptatum""]",Cole-Cabrera,False
1385,VH0108,Body Work,2025-06-25,81701,2554.65,4.4,2025-12-16,326660,Scheduled,8,[],"Henderson, Edwards and Sexton",False
1386,VH0108,Electrical Repair,2025-04-25,394579,1105.34,7.4,2025-06-18,485502,Completed,1,"[""voluptates"", ""ea"", ""ab""]",Best Group,False
1387,VH0108,Engine Repair,2024-11-15,105811,6360.18,1.9,2024-12-31,167085,Scheduled,4,"[""iusto"", ""dignissimos"", ""animi""]",Allen PLC,False
1388,VH0108,Routine Service,2025-04-01,201116,689.01,6.8,2025-05-28,266356,Scheduled,7,[],Solomon-Le,True
1389,VH0108,Body Work,2025-03-06,343287,797.47,1.8,2025-05-10,57079,In Progress,3,[],Welch Ltd,False
1390,VH0109,Oil Change,2022-08-03,420600,85.73,5.2,2023-01-25,81376,Scheduled,4,"[""sint"", ""minima""]",Smith-Webb,False
1391,VH0109,Brake Service,2024-11-18,301492,1035.01,1.6,2025-01-21,153615,Completed,5,[],"Harris, Hernandez and Becker",False
1392,VH0109,Routine Service,2025-01-15,296939,667.74,3.8,2025-03-21,450038,In Progress,2,[],"Wagner, Schmidt and Preston",True
1393,VH0109,Oil Change,2025-09-08,286513,112.24,1.6,2025-12-29,405190,Completed,10,"[""similique""]","Gonzalez, Carrillo and Simon",True
1394,VH0109,Tire Replacement,2021-02-21,449216,774.01,7.6,2021-07-14,116509,Completed,4,"[""rerum"", ""quo"", ""illum""]","Shea, Bryant and Mitchell",False
1395,VH0109,Preventive Maintenance,2021-01-15,312293,139.66,1.7,2021-03-01,98979,In Progress,8,"[""repudiandae"", ""sunt""]",Wells Group,True
1396,VH0109,Oil Change,2025-05-19,65302,72.55,1.9,2025-10-20,418412,Completed,7,[],"Armstrong, Leblanc and Davenport",False
1397,VH0109,Electrical Repair,2022-01-06,128843,623.63,6.6,2022-04-28,464438,Scheduled,2,"[""fuga"", ""in"", ""totam""]",Montoya Ltd,False
1398,VH0110,Preventive Maintenance,2025-05-26,300637,491.83,1.6,2025-11-09,138084,In Progress,2,[],Foster-Smith,True
1399,VH0110,Brake Service,2023-02-20,240336,733.23,4.0,2023-04-17,469956,In Progress,9,"[""est"", ""odio""]",Sanders Group,False
1400,VH0110,Electrical Repair,2022-07-13,270467,877.39,1.6,2022-08-22,204661,Scheduled,6,"[""autem"", ""harum""]","Olsen, Payne and Butler",True
1401,VH0110,Tire Replacement,2024-01-19,328714,515.92,4.6,2024-02-28,54863,Scheduled,3,"[""tempore"", ""inventore""]","Alvarado, Crawford and Carpenter",False
1402,VH0110,Routine Service,2024-02-28,331391,587.12,1.7,2024-06-04,226425,In Progress,1,"[""quod"", ""illo""]",Wyatt Group,True
1403,VH0110,Routine Service,2024-03-31,483550,529.36,3.5,2024-08-19,57528,In Progress,2,"[""iure"", ""dolorum""]","Douglas, Smith and Jordan",False
1404,VH0110,Preventive Maintenance,2023-06-22,109473,394.01,7.4,2023-11-29,125489,Scheduled,2,"[""exercitationem"", ""perferendis""]",Garcia Ltd,True
1405,VH0110,Engine Repair,2024-10-26,298538,4299.23,7.7,2025-04-13,370576,In Progress,8,"[""dolores"", ""unde"", ""illum""]","Scott, Martin and Simmons",False
1406,VH0110,Routine Service,2024-10-23,356725,613.81,5.5,2025-01-29,70176,In Progress,1,"[""magni""]",Hubbard LLC,False
1407,VH0110,Electrical Repair,2023-05-29,156735,260.29,1.6,2023-07-28,336889,Scheduled,6,"[""quis""]","Dunn, Jones and Mcgrath",False
1408,VH0110,Body Work,2025-04-17,317476,2551.6,5.5,2025-06-14,425821,Completed,6,[],Mckay Inc,False
1409,VH0111,Engine Repair,2025-07-17,142779,3698.76,3.9,2025-10-16,459012,In Progress,2,"[""fugit"", ""dolorum""]",Hubbard LLC,False
1410,VH0111,Body Work,2025-01-08,256939,661.83,5.0,2025-04-04,67939,In Progress,3,"[""quibusdam"", ""omnis"", ""quaerat""]",Olson PLC,False
1411,VH0111,Electrical Repair,2025-02-22,127533,378.13,4.4,2025-06-25,278437,In Progress,4,"[""blanditiis"", ""magnam""]",Gomez Group,True
1412,VH0111,Electrical Repair,2025-07-25,484772,1444.39,1.8,2025-09-03,234893,In Progress,3,"[""quisquam""]",Swanson-Bartlett,False
1413,VH0111,Routine Service,2025-06-01,378563,419.43,8.0,2025-08-18,192989,In Progress,7,[],Gay and Sons,True
1414,VH0111,Oil Change,2025-01-15,96400,80.42,2.5,2025-06-24,315189,Scheduled,7,"[""dolorem"", ""quasi"", ""voluptas""]","Lee, Ritter and Todd",True
1415,VH0111,Oil Change,2025-03-15,216666,78.48,6.3,2025-06-01,495154,Scheduled,10,[],Castaneda-Sparks,True
1416,VH0111,Oil Change,2025-04-08,334899,97.55,7.5,2025-09-05,380927,Completed,3,"[""quam""]",Lewis-Lee,True
1417,VH0111,Electrical Repair,2025-06-06,318757,800.01,3.8,2025-11-14,146265,In Progress,6,"[""repudiandae"", ""voluptatem"", ""atque""]","Perez, Sandoval and Durham",True
1418,VH0111,Preventive Maintenance,2025-04-26,102610,247.5,2.3,2025-05-27,455601,In Progress,3,[],Hughes-Day,False
1419,VH0111,Tire Replacement,2025-01-30,302579,1212.16,2.8,2025-03-01,188484,In Progress,3,"[""animi""]",Chavez Inc,True
1420,VH0111,Engine Repair,2025-05-18,121176,3511.49,7.5,2025-07-11,168563,Scheduled,1,"[""ad"", ""vel""]",Wong-Perry,False
1421,VH0111,Engine Repair,2025-08-03,443586,1119.76,2.5,2025-11-10,155682,In Progress,8,"[""ipsam"", ""officiis"", ""blanditiis""]",Cameron PLC,True
1422,VH0111,Transmission Service,2025-05-03,192819,1910.83,1.5,2025-09-02,398794,Completed,10,"[""cum""]","Taylor, Snyder and Ferrell",True
1423,VH0111,Oil Change,2025-07-02,495946,101.02,6.0,2025-09-14,402531,Completed,10,"[""laboriosam""]",Weber Inc,True
1424,VH0112,Transmission Service,2024-10-24,196631,3867.1,2.8,2025-03-07,114385,Scheduled,5,"[""tempore"", ""ipsum""]",Collins Group,False
1425,VH0112,Preventive Maintenance,2022-09-22,248449,378.84,5.8,2023-02-10,187425,Scheduled,7,"[""corrupti"", ""aspernatur""]",Ortega-Murillo,False
1426,VH0112,Body Work,2024-06-06,93356,2847.48,3.1,2024-09-08,161182,Completed,2,"[""modi"", ""dolor""]",Morgan-Jenkins,True
1427,VH0112,Tire Replacement,2021-10-19,271481,1539.69,7.9,2021-12-07,188246,In Progress,7,"[""quia"", ""maiores""]",Jimenez Ltd,True
1428,VH0112,Preventive Maintenance,2022-10-02,492306,438.89,4.5,2022-11-27,313193,Completed,4,"[""adipisci""]",Zavala LLC,False
1429,VH0112,Brake Service,2022-04-07,463719,725.48,3.4,2022-09-03,101514,Scheduled,9,"[""consectetur"", ""deserunt"", ""qui""]","Greene, Garcia and Wilson",False
1430,VH0112,Tire Replacement,2025-08-11,243934,520.89,6.8,2025-09-28,179363,In Progress,3,"[""iusto""]",Beasley-White,False
1431,VH0112,Preventive Maintenance,2022-05-20,449376,248.93,3.0,2022-08-25,387817,Completed,2,[],Hall LLC,True
1432,VH0112,Oil Change,2022-10-20,465564,100.58,3.5,2022-12-27,170612,Scheduled,4,"[""quo"", ""quis""]",Cain PLC,True
1433,VH0112,Engine Repair,2025-06-11,155483,1251.32,4.3,2025-10-26,375204,Scheduled,4,"[""voluptas"", ""quisquam""]",Escobar-Barrett,False
1434,VH0112,Engine Repair,2021-11-28,467515,7650.17,4.2,2022-03-07,308429,In Progress,4,"[""necessitatibus"", ""animi"", ""ipsa""]",Davis-Cook,False
1435,VH0112,Oil Change,2024-08-15,90538,98.29,2.6,2024-12-23,304815,Scheduled,5,"[""deserunt""]",Davis PLC,False
1436,VH0112,Preventive Maintenance,2021-07-02,324528,263.15,2.7,2021-12-17,92019,Completed,6,[],Williams-Pacheco,True
1437,VH0112,Brake Service,2023-03-16,78263,823.97,6.0,2023-08-09,268295,Completed,3,[],Baker PLC,False
1438,VH0112,Preventive Maintenance,2025-06-18,144139,476.64,4.5,2025-11-19,250362,Scheduled,9,"[""expedita"", ""beatae"", ""iusto""]",Lopez PLC,True
1439,VH0112,Engine Repair,2024-06-13,199916,1895.86,7.4,2024-07-25,348084,In Progress,6,"[""corporis"", ""suscipit"", ""ad""]",Robinson-Erickson,True
1440,VH0112,Body Work,2022-03-15,441403,1858.93,7.9,2022-06-13,189121,Scheduled,7,"[""vero"", ""quaerat"", ""excepturi""]",Smith-Mills,True
1441,VH0112,Electrical Repair,2022-08-22,61223,943.76,6.2,2023-02-06,270548,Scheduled,4,"[""eaque"", ""possimus""]","Young, Jordan and Austin",False
1442,VH0112,Transmission Service,2023-02-16,265432,2167.24,2.9,2023-05-21,448622,Scheduled,1,"[""quia""]",Cooper-Sullivan,True
1443,VH0113,Routine Service,2025-03-29,200864,203.93,7.2,2025-05-14,316652,Scheduled,8,"[""repellendus"", ""illo""]",Wright-Chase,False
1444,VH0113,Electrical Repair,2024-09-11,162421,791.84,1.4,2025-02-18,318272,Scheduled,10,"[""nihil""]",Wong-Jimenez,True
1445,VH0113,Transmission Service,2025-09-10,396062,4148.69,1.1,2026-01-06,334036,In Progress,9,"[""necessitatibus"", ""rerum""]",Francis Ltd,True
1446,VH0113,Electrical Repair,2024-09-12,170463,1133.7,3.5,2025-01-13,323308,Completed,8,"[""ea""]","Carpenter, Coffey and Wright",True
1447,VH0113,Body Work,2025-05-19,69309,2189.57,2.1,2025-09-17,110346,Scheduled,1,"[""eveniet"", ""expedita"", ""aperiam""]","Jones, Foster and Sanford",True
1448,VH0113,Body Work,2024-11-15,243518,1634.81,3.0,2025-04-04,410680,Scheduled,6,"[""culpa""]","Smith, Clark and Rodriguez",True
1449,VH0113,Transmission Service,2025-05-13,69209,2489.91,3.1,2025-09-08,58231,Completed,7,"[""neque""]",Peterson Group,True
1450,VH0113,Tire Replacement,2024-09-19,89469,1442.05,5.5,2025-01-29,496696,In Progress,1,"[""tenetur"", ""cupiditate""]",Nguyen-Jenkins,False
1451,VH0114,Brake Service,2025-03-19,476528,939.21,5.7,2025-04-27,383603,In Progress,8,"[""vero"", ""harum""]",Alvarado-Hodge,False
1452,VH0114,Engine Repair,2024-06-13,110108,7136.52,6.0,2024-11-27,115312,In Progress,3,"[""molestias""]",Lopez-Wade,True
1453,VH0114,Routine Service,2025-08-22,210605,632.11,7.6,2026-01-31,436431,Scheduled,4,"[""exercitationem""]",Burns-Hill,True
1454,VH0114,Engine Repair,2024-04-21,207398,7488.06,5.3,2024-09-01,443388,Completed,3,"[""a""]",Ford-Brown,False
1455,VH0114,Brake Service,2025-07-21,119765,848.01,7.7,2026-01-04,205172,In Progress,2,"[""assumenda""]","Ellis, Roberts and Gutierrez",False
1456,VH0114,Brake Service,2025-07-17,347290,332.08,5.7,2025-12-13,433254,Scheduled,10,"[""dicta"", ""id"", ""hic""]",Simmons Inc,False
1457,VH0114,Body Work,2024-12-07,347749,1994.16,3.7,2025-04-24,187263,In Progress,2,"[""quia"", ""at"", ""repudiandae""]",Bailey-Newman,True
1458,VH0114,Transmission Service,2024-11-24,130209,1923.71,3.0,2025-04-24,407183,In Progress,8,"[""voluptas"", ""harum"", ""perferendis""]",Nelson-Castillo,True
1459,VH0114,Brake Service,2024-11-18,492496,322.77,1.8,2025-04-11,78974,Completed,2,"[""deleniti"", ""ad"", ""ex""]","Tucker, Robinson and Fry",False
1460,VH0115,Brake Service,2025-05-18,436521,689.85,6.9,2025-09-04,432255,In Progress,9,"[""dignissimos"", ""culpa"", ""fugiat""]","Wood, Scott and Garcia",False
1461,VH0115,Tire Replacement,2025-08-15,244207,920.35,2.3,2025-11-26,240660,Scheduled,7,"[""quas""]",Francis-Smith,True
1462,VH0115,Engine Repair,2025-06-02,155602,3576.91,6.6,2025-11-14,358855,In Progress,2,"[""corrupti"", ""excepturi""]",King-Sanchez,False
1463,VH0115,Preventive Maintenance,2025-09-09,482769,181.41,1.9,2025-10-30,185668,Completed,9,"[""quos"", ""sint"", ""repellat""]","Weeks, Burton and Madden",False
1464,VH0115,Tire Replacement,2025-01-09,156301,1101.86,5.5,2025-03-11,291924,In Progress,10,"[""adipisci"", ""itaque"", ""voluptas""]","Barnes, Peterson and Castillo",False
1465,VH0115,Routine Service,2025-02-25,64764,333.29,5.0,2025-06-14,280935,In Progress,10,"[""inventore"", ""nisi""]",Horton-Nelson,True
1466,VH0115,Tire Replacement,2025-02-28,220874,1944.3,6.1,2025-05-10,416741,Scheduled,1,"[""natus"", ""velit""]","Cunningham, Kelly and James",True
1467,VH0115,Engine Repair,2025-06-16,240823,4210.63,3.9,2025-07-16,94884,Scheduled,4,"[""exercitationem"", ""itaque"", ""aperiam""]",Kelly-Blake,True
1468,VH0115,Oil Change,2025-05-24,470745,77.57,3.3,2025-08-12,77364,Scheduled,8,"[""possimus""]",Jordan PLC,False
1469,VH0115,Body Work,2025-01-13,92201,1621.27,7.4,2025-05-30,79245,In Progress,7,[],Garcia and Sons,False
1470,VH0115,Routine Service,2025-03-08,92666,619.18,3.7,2025-06-23,339217,Scheduled,9,[],Harris Group,False
1471,VH0115,Oil Change,2025-05-24,445988,131.56,2.9,2025-09-08,300753,In Progress,3,"[""aut"", ""corporis""]","Fritz, Dunn and Higgins",True
1472,VH0115,Preventive Maintenance,2025-03-06,142009,157.81,5.1,2025-05-15,267731,Scheduled,8,[],Robinson Inc,True
1473,VH0115,Oil Change,2025-01-18,309738,118.05,2.1,2025-04-07,80756,Completed,8,"[""accusamus"", ""repudiandae"", ""nemo""]",Esparza Ltd,True
1474,VH0115,Preventive Maintenance,2025-06-07,213742,385.29,6.5,2025-09-17,189561,In Progress,5,"[""odio"", ""eos"", ""consectetur""]",Mclean-Carr,True
1475,VH0115,Tire Replacement,2025-02-01,358736,690.86,3.1,2025-07-29,258164,Scheduled,3,"[""explicabo""]","Herrera, Soto and Hodges",True
1476,VH0115,Body Work,2025-01-20,112083,1685.76,2.6,2025-03-27,458522,Completed,1,"[""voluptas"", ""harum"", ""quis""]",Sandoval Ltd,True
1477,VH0115,Preventive Maintenance,2025-07-13,189145,284.51,3.4,2025-12-03,323582,Scheduled,9,[],Montoya-Robinson,False
1478,VH0115,Engine Repair,2025-04-23,332582,1038.17,3.6,2025-07-04,190956,Scheduled,3,"[""iure"", ""consequuntur""]",Gordon and Sons,False
1479,VH0116,Brake Service,2025-08-16,204897,778.13,7.8,2025-11-24,459827,In Progress,9,[],Smith-Horton,False
1480,VH0116,Tire Replacement,2025-08-20,413850,612.2,6.7,2026-02-12,244495,Completed,9,"[""odio"", ""quos""]","Martin, Rodgers and Hooper",False
1481,VH0116,Transmission Service,2025-03-06,258120,3857.98,7.3,2025-05-12,409155,In Progress,3,"[""vel"", ""harum"", ""earum""]",Short and Sons,True
1482,VH0116,Brake Service,2025-05-22,475138,375.06,1.6,2025-06-29,266695,Scheduled,10,[],"White, Wilcox and Gonzalez",False
1483,VH0116,Tire Replacement,2024-10-30,379843,886.14,7.1,2025-03-16,213835,Completed,10,"[""assumenda"", ""ut""]",Perez-Taylor,False
1484,VH0116,Tire Replacement,2024-08-10,311910,1491.29,4.6,2024-10-23,461937,Completed,3,"[""enim"", ""maiores""]","Sherman, Juarez and Davenport",True
1485,VH0116,Transmission Service,2025-01-01,320759,1726.33,5.6,2025-05-25,129031,In Progress,4,"[""voluptas"", ""at""]",Wells Inc,True
1486,VH0116,Preventive Maintenance,2024-09-03,425558,216.32,2.1,2024-12-02,230470,Completed,10,[],Patel Ltd,False
1487,VH0116,Oil Change,2025-07-09,307018,143.25,5.2,2025-09-28,88766,In Progress,8,[],Rodriguez-Duran,True
1488,VH0117,Transmission Service,2023-09-25,489241,3348.73,7.6,2023-10-28,191387,Scheduled,7,"[""dolor"", ""nesciunt""]",Hamilton Ltd,True
1489,VH0117,Electrical Repair,2025-03-31,255070,561.37,2.4,2025-06-20,88577,Scheduled,4,[],Reeves-Reeves,False
1490,VH0117,Transmission Service,2025-06-05,459887,3417.57,4.6,2025-09-18,333542,Scheduled,7,"[""quia"", ""rerum"", ""reprehenderit""]",Mercado-Moore,False
1491,VH0117,Transmission Service,2025-09-17,182618,1608.3,1.3,2025-10-19,294019,Scheduled,6,"[""quibusdam"", ""ut""]","Lewis, Cole and Jackson",False
1492,VH0117,Body Work,2025-04-22,189257,1108.02,7.2,2025-06-28,476902,In Progress,4,"[""numquam""]",Stewart-Obrien,False
1493,VH0117,Brake Service,2025-07-14,350876,1081.38,3.4,2025-11-06,104211,In Progress,8,[],Gonzalez LLC,True
1494,VH0117,Body Work,2024-02-22,331034,2012.35,7.9,2024-05-03,410711,In Progress,8,[],"Marshall, Davis and Perkins",True
1495,VH0117,Electrical Repair,2025-03-16,434878,211.81,4.5,2025-09-04,292137,Completed,5,"[""debitis"", ""asperiores""]",Mclaughlin PLC,True
1496,VH0117,Transmission Service,2025-08-04,376629,2466.99,1.5,2026-01-12,182532,In Progress,4,[],Castro Group,False
1497,VH0117,Tire Replacement,2025-06-28,380901,1555.62,7.5,2025-10-12,433850,Scheduled,2,"[""repellendus"", ""deleniti""]",Holmes PLC,True
1498,VH0117,Electrical Repair,2025-05-28,375092,837.85,1.3,2025-07-04,496104,Completed,1,"[""debitis""]",Odonnell PLC,False
1499,VH0117,Engine Repair,2025-05-12,441120,1412.27,7.4,2025-09-22,357671,In Progress,5,"[""quisquam"", ""aut""]",Ryan Inc,True
1500,VH0117,Engine Repair,2024-01-20,194078,3912.13,4.7,2024-04-06,320483,Scheduled,10,[],"Davis, Green and Dunn",True
1501,VH0117,Electrical Repair,2025-04-14,465941,680.17,3.0,2025-10-05,291328,Scheduled,3,"[""aperiam""]",Henry-Massey,False
1502,VH0117,Brake Service,2023-07-20,471029,961.31,3.2,2023-09-14,272367,Scheduled,7,"[""est""]","Fields, Holmes and Weber",True
1503,VH0117,Engine Repair,2023-05-18,241925,7472.43,6.3,2023-07-27,295027,Completed,8,"[""tempora""]","Miller, Wolf and Murray",False
1504,VH0118,Engine Repair,2025-07-25,243649,2407.47,5.6,2026-01-08,178031,Scheduled,8,"[""labore"", ""aliquam"", ""aliquid""]",Deleon Ltd,False
1505,VH0118,Brake Service,2025-07-27,207428,1028.88,3.1,2025-08-31,306336,Scheduled,10,[],"Johnson, Morris and Todd",False
1506,VH0118,Engine Repair,2025-08-17,156074,7050.0,3.6,2025-09-21,231649,Scheduled,4,"[""reprehenderit"", ""beatae""]",Watts Group,False
1507,VH0118,Brake Service,2025-09-11,482253,818.66,5.8,2026-01-04,367165,Scheduled,6,[],Gonzales PLC,True
1508,VH0118,Routine Service,2025-07-19,201086,418.33,1.3,2025-09-02,222967,Completed,5,"[""aspernatur"", ""suscipit""]","Schmitt, Johnson and Hernandez",True
1509,VH0118,Oil Change,2025-05-28,334296,105.87,4.8,2025-09-10,384857,Completed,4,[],Chambers-Norton,True
1510,VH0118,Oil Change,2025-06-24,346748,60.97,6.8,2025-10-07,166546,In Progress,10,[],Goodwin-Green,True
1511,VH0118,Routine Service,2025-04-11,470842,498.45,6.8,2025-07-22,52357,Scheduled,4,"[""dignissimos""]","Barnett, Fernandez and Mitchell",True
1512,VH0118,Routine Service,2025-06-27,192283,522.12,6.5,2025-09-24,296339,Scheduled,2,"[""autem"", ""distinctio"", ""doloribus""]",Mason-Kramer,False
1513,VH0118,Tire Replacement,2025-05-21,377742,1942.29,3.4,2025-10-18,346102,Scheduled,6,"[""optio"", ""animi""]","Hamilton, Johnson and Greene",True
1514,VH0118,Oil Change,2025-03-27,404294,127.01,1.7,2025-07-29,122604,In Progress,3,"[""facilis""]",Gray Ltd,False
1515,VH0118,Brake Service,2025-05-26,129580,903.1,1.2,2025-06-27,136828,Scheduled,10,"[""magni"", ""quas"", ""harum""]","Hernandez, Gray and Martinez",True
1516,VH0118,Transmission Service,2025-06-08,320199,4100.48,1.0,2025-11-06,140985,Scheduled,9,"[""fugiat"", ""quaerat""]",Ewing LLC,True
1517,VH0119,Preventive Maintenance,2024-10-28,203684,360.34,7.1,2025-04-19,355482,In Progress,9,[],Collins-Jackson,False
1518,VH0119,Routine Service,2024-08-08,318802,781.48,3.7,2024-11-01,402523,Scheduled,6,"[""animi"", ""quod""]","Williams, Harrison and Russell",False
1519,VH0119,Tire Replacement,2023-09-18,143639,543.4,7.7,2023-12-13,161844,Scheduled,2,[],"Chase, Grant and Montgomery",True
1520,VH0119,Engine Repair,2025-02-26,70888,1165.6,4.5,2025-05-09,97333,Completed,5,"[""ad"", ""soluta""]","Benton, Chase and Fox",False
1521,VH0119,Tire Replacement,2023-05-31,88567,745.12,5.6,2023-08-25,378680,Completed,8,"[""assumenda"", ""fugiat""]",Hebert Group,True
1522,VH0119,Preventive Maintenance,2023-09-30,473924,408.05,1.5,2024-01-28,448565,Completed,9,[],"Martinez, Peters and Moreno",True
1523,VH0119,Engine Repair,2023-02-03,171894,7962.27,2.3,2023-03-16,424269,In Progress,4,"[""sunt""]","Green, Vincent and Thompson",False
1524,VH0119,Tire Replacement,2025-08-01,251595,799.1,7.3,2025-09-05,253483,Completed,6,"[""praesentium"", ""expedita"", ""quas""]",Gray and Sons,False
1525,VH0119,Electrical Repair,2024-06-22,133803,663.89,6.2,2024-07-29,463136,Scheduled,4,"[""at"", ""natus""]",Allen-Nunez,False
1526,VH0119,Brake Service,2023-06-15,432832,971.02,5.6,2023-10-15,421612,In Progress,7,"[""natus""]","Gregory, Barber and Boyd",False
1527,VH0119,Routine Service,2024-10-12,156775,625.37,2.0,2024-12-05,275595,Completed,7,"[""vel"", ""inventore"", ""nemo""]",Moore-Sanchez,False
1528,VH0119,Electrical Repair,2024-03-09,485797,615.94,7.6,2024-08-03,326310,Scheduled,8,"[""delectus""]",Bowen-Kirk,True
1529,VH0119,Routine Service,2024-03-20,420460,544.45,1.4,2024-09-09,211827,Scheduled,9,"[""corporis"", ""ipsa""]",Miller-Marks,False
1530,VH0119,Tire Replacement,2025-04-01,259204,1799.51,1.5,2025-08-19,108909,Completed,5,"[""illum"", ""suscipit""]",Moore-Shah,False
1531,VH0119,Tire Replacement,2024-01-25,193709,461.82,5.1,2024-06-14,154310,Scheduled,2,"[""illum""]",Lopez and Sons,True
1532,VH0119,Electrical Repair,2024-12-25,296110,532.9,7.0,2025-03-23,143718,Scheduled,4,"[""maxime"", ""laboriosam""]","Vega, Carter and Chung",False
1533,VH0119,Engine Repair,2025-06-26,118591,1386.96,6.0,2025-12-02,118237,Scheduled,5,"[""adipisci""]","Miller, Bennett and Jenkins",False
1534,VH0120,Tire Replacement,2023-04-13,397764,1753.96,4.1,2023-08-10,77725,Scheduled,6,"[""illum""]","Johnston, Briggs and Wagner",False
1535,VH0120,Transmission Service,2025-06-10,473074,4318.4,2.0,2025-07-27,102125,Completed,9,[],Cross LLC,False
1536,VH0120,Engine Repair,2023-02-25,477886,6473.61,1.4,2023-05-15,223346,In Progress,9,"[""voluptatem"", ""provident""]","White, Haas and Rivera",False
1537,VH0120,Transmission Service,2025-08-16,273767,4999.51,5.1,2025-10-25,286750,Scheduled,5,"[""omnis""]","Decker, Brown and Watts",False
1538,VH0120,Engine Repair,2022-06-18,341275,5232.36,7.0,2022-08-07,150673,Completed,8,[],"Fowler, Kaiser and Carter",True
1539,VH0120,Transmission Service,2023-01-10,218582,2075.85,7.9,2023-03-13,227444,Completed,6,"[""esse"", ""eos"", ""libero""]",Poole LLC,False
1540,VH0120,Preventive Maintenance,2024-04-27,440544,171.67,6.1,2024-06-19,485793,In Progress,3,"[""voluptatum""]",Foster and Sons,False
1541,VH0120,Transmission Service,2025-01-24,462255,2601.01,6.5,2025-06-04,251868,In Progress,1,"[""corporis"", ""consectetur"", ""consequatur""]","Greene, Fox and Griffith",True
1542,VH0120,Electrical Repair,2024-12-31,100896,501.0,2.0,2025-02-06,421284,Scheduled,9,[],"Williams, Cantrell and Allen",False
1543,VH0120,Oil Change,2022-08-23,207274,131.44,6.5,2022-10-15,450407,Scheduled,3,[],"Gonzalez, Robinson and Sullivan",True
1544,VH0120,Engine Repair,2023-06-06,499827,5760.33,4.5,2023-09-05,325137,Scheduled,10,[],Williams Group,True
1545,VH0120,Body Work,2025-03-24,361498,2306.94,4.1,2025-06-29,242532,Completed,1,"[""autem"", ""blanditiis"", ""similique""]","Crawford, Nixon and Esparza",True
1546,VH0120,Tire Replacement,2022-08-28,411739,475.55,3.7,2022-11-03,245099,Scheduled,4,"[""provident"", ""nemo"", ""quod""]","Shields, Snow and Smith",False
1547,VH0120,Preventive Maintenance,2022-12-17,101179,478.55,6.7,2023-01-22,289316,Scheduled,5,"[""alias"", ""aliquam""]","Rodriguez, Osborne and Rodriguez",True
1548,VH0120,Routine Service,2022-10-08,59390,449.72,1.3,2023-01-18,157286,Completed,3,[],"Warren, Smith and Barker",False
1549,VH0120,Preventive Maintenance,2023-06-19,495656,404.56,7.4,2023-11-26,354862,Completed,6,"[""tempore"", ""voluptates"", ""praesentium""]",Daniel-Morrow,False
1550,VH0120,Routine Service,2024-05-08,363453,788.98,2.6,2024-08-12,401455,Completed,6,"[""nesciunt""]",Khan Ltd,False
1551,VH0120,Body Work,2023-01-22,294352,1326.97,7.5,2023-05-23,347720,In Progress,9,"[""maxime"", ""similique""]",Anderson-Brown,False
1552,VH0120,Routine Service,2023-05-22,80931,202.45,4.1,2023-07-22,267693,In Progress,4,[],Stokes PLC,True
1553,VH0120,Body Work,2024-07-01,204066,1209.56,4.6,2024-11-21,475389,In Progress,6,[],"Mitchell, Ryan and Perez",True
1554,VH0121,Engine Repair,2025-05-29,115147,2058.56,7.1,2025-07-10,265613,Scheduled,10,[],Cooper-Johnson,False
1555,VH0121,Oil Change,2025-04-10,134111,127.67,4.5,2025-09-17,439145,In Progress,8,"[""nemo""]",Jackson Ltd,True
1556,VH0121,Electrical Repair,2025-04-13,260486,419.31,7.0,2025-09-28,432401,In Progress,8,[],Obrien PLC,False
1557,VH0121,Preventive Maintenance,2025-04-11,131857,354.56,6.7,2025-08-19,426352,Scheduled,3,"[""excepturi""]",Hill-Morgan,False
1558,VH0121,Transmission Service,2025-03-29,175283,3143.68,2.0,2025-06-29,59515,Completed,5,"[""facere"", ""amet""]","Reese, Cross and Anderson",True
