weather_id,location_id,date,hour,temperature_f,temperature_c,humidity_pct,wind_speed_mph,wind_direction_degrees,precipitation_mm,visibility_miles,weather_condition,weather_description,pressure_inhg,uv_index,sunrise_time,sunset_time,created_at,_loaded_at
2653,86,2025-08-31,1,61.0,16.1,86,0.5,243,0.0,14.5,RAIN,Clear skies,30.3,11,06:00:00,18:00:00,2025-08-26 08:29:58.962506,2025-09-20 02:52:15.686510
2654,234,2025-08-31,1,64.2,17.9,66,16.0,88,0.0,49.9,PARTLY_CLOUDY,Clear skies,30.09,1,06:00:00,18:00:00,2025-08-21 19:49:43.974400,2025-09-20 10:23:41.682954
2655,64,2025-08-31,1,49.8,9.9,85,26.6,210,0.0,39.4,CLOUDY,Partly cloudy,30.37,11,06:00:00,18:00:00,2025-09-19 06:34:09.438068,2025-09-20 09:36:10.332729
2656,68,2025-08-31,1,67.6,19.8,33,4.1,350,0.0,33.1,HEAVY_RAIN,Overcast,30.04,2,06:00:00,18:00:00,2025-09-06 19:22:22.262495,2025-09-20 04:59:45.980139
2657,26,2025-08-31,1,66.7,19.3,56,11.0,178,0.0,39.1,STORM,Heavy rain,29.53,2,06:00:00,18:00:00,2025-09-10 20:56:20.311448,2025-09-20 17:36:30.645102
2658,113,2025-08-31,1,62.1,16.7,62,1.1,82,41.2,48.3,FOG,Partly cloudy,30.48,6,06:00:00,18:00:00,2025-09-03 22:20:48.979454,2025-09-20 10:27:34.793078
2659,66,2025-08-31,1,67.8,19.9,77,15.5,114,0.0,9.0,LIGHT_RAIN,Heavy rain,30.24,0,06:00:00,18:00:00,2025-08-27 07:28:29.233321,2025-09-19 18:57:59.580566
2660,65,2025-08-31,1,53.7,12.1,80,18.4,215,0.0,10.6,HEAVY_RAIN,Clear skies,30.47,1,06:00:00,18:00:00,2025-09-13 14:58:20.166235,2025-09-20 07:27:17.833102
2661,140,2025-08-31,2,43.8,6.6,57,13.4,287,0.0,7.0,CLOUDY,Foggy,29.93,5,06:00:00,18:00:00,2025-09-13 09:48:39.086692,2025-09-20 18:04:01.695969
2662,166,2025-08-31,2,55.5,13.1,31,8.7,40,0.0,48.3,RAIN,Clear skies,30.05,4,06:00:00,18:00:00,2025-08-25 02:10:27.759503,2025-09-19 20:39:50.104439
2663,154,2025-08-31,2,65.1,18.4,86,16.3,113,35.4,13.4,CLOUDY,Clear skies,29.73,4,06:00:00,18:00:00,2025-09-06 15:05:25.408421,2025-09-20 03:18:57.420023
2664,75,2025-08-31,2,62.3,16.8,62,26.7,93,21.8,32.9,CLEAR,Thunderstorm,29.99,0,06:00:00,18:00:00,2025-08-28 09:03:38.559408,2025-09-20 07:13:04.210288
2665,60,2025-08-31,2,57.0,13.9,61,8.2,262,0.0,45.9,LIGHT_RAIN,Partly cloudy,29.5,11,06:00:00,18:00:00,2025-09-06 06:42:40.305425,2025-09-20 07:27:55.353009
2666,171,2025-08-31,2,54.3,12.4,71,22.4,245,15.7,20.3,PARTLY_CLOUDY,Heavy rain,29.53,7,06:00:00,18:00:00,2025-09-14 21:07:28.439700,2025-09-19 19:07:42.639430
2667,135,2025-08-31,2,45.3,7.4,36,24.8,340,0.0,19.5,HEAVY_RAIN,Partly cloudy,29.55,0,06:00:00,18:00:00,2025-09-04 15:14:31.074306,2025-09-20 11:10:42.933346
2668,199,2025-08-31,2,56.4,13.5,47,17.0,220,39.2,45.8,HEAVY_RAIN,Heavy rain,30.43,1,06:00:00,18:00:00,2025-09-01 11:03:42.603538,2025-09-19 22:02:05.435332
2669,78,2025-08-31,2,62.5,17.0,63,21.7,89,0.0,47.0,CLOUDY,Foggy,29.58,6,06:00:00,18:00:00,2025-08-23 15:02:48.384949,2025-09-20 03:34:55.454622
2670,129,2025-08-31,2,58.1,14.5,76,28.0,88,0.0,38.4,PARTLY_CLOUDY,Overcast,30.38,1,06:00:00,18:00:00,2025-09-13 07:38:27.425982,2025-09-20 09:18:34.223556
2671,131,2025-08-31,3,55.3,13.0,69,1.1,252,0.0,28.6,RAIN,Heavy rain,30.39,3,06:00:00,18:00:00,2025-09-09 00:45:03.465940,2025-09-19 21:31:11.995858
2672,133,2025-08-31,3,56.6,13.6,52,6.6,50,0.0,7.2,PARTLY_CLOUDY,Heavy rain,30.27,9,06:00:00,18:00:00,2025-08-31 16:46:35.452448,2025-09-20 16:35:01.470949
2673,16,2025-08-31,3,58.0,14.4,60,16.9,231,0.0,19.1,CLEAR,Foggy,29.79,3,06:00:00,18:00:00,2025-09-07 22:14:31.854917,2025-09-20 11:02:32.174111
2674,145,2025-08-31,3,62.4,16.9,84,29.5,120,0.0,31.6,LIGHT_RAIN,Overcast,30.44,10,06:00:00,18:00:00,2025-08-26 07:46:38.412009,2025-09-19 20:35:50.253376
2675,76,2025-08-31,3,48.4,9.1,36,27.8,218,0.0,6.1,PARTLY_CLOUDY,Light rain,30.15,3,06:00:00,18:00:00,2025-09-09 01:12:31.682224,2025-09-20 09:00:13.148499
2676,105,2025-08-31,3,46.8,8.2,52,28.7,138,28.6,39.9,RAIN,Heavy rain,30.32,0,06:00:00,18:00:00,2025-08-22 09:27:44.975866,2025-09-19 22:11:04.705421
2677,188,2025-08-31,3,48.9,9.4,63,22.9,221,35.5,7.5,PARTLY_CLOUDY,Clear skies,29.73,2,06:00:00,18:00:00,2025-08-29 19:18:39.535019,2025-09-20 17:29:41.914324
2678,152,2025-08-31,3,57.5,14.2,46,6.6,164,40.7,31.3,CLOUDY,Clear skies,29.53,5,06:00:00,18:00:00,2025-09-09 19:25:22.140981,2025-09-19 20:28:48.880049
2679,161,2025-08-31,3,62.8,17.1,56,26.9,275,0.0,30.2,RAIN,Partly cloudy,30.15,7,06:00:00,18:00:00,2025-09-16 10:05:25.245538,2025-09-19 19:45:18.691630
2680,131,2025-08-31,3,59.9,15.5,31,24.8,209,39.2,14.8,STORM,Clear skies,30.33,2,06:00:00,18:00:00,2025-09-01 05:24:19.701219,2025-09-20 15:51:36.457282
2681,135,2025-08-31,4,66.7,19.3,49,2.3,256,18.7,14.7,LIGHT_RAIN,Clear skies,30.22,8,06:00:00,18:00:00,2025-08-26 21:03:59.070618,2025-09-20 09:27:02.400483
2682,153,2025-08-31,4,42.5,5.8,36,2.0,139,0.0,26.5,STORM,Overcast,30.18,3,06:00:00,18:00:00,2025-09-17 23:42:01.062215,2025-09-19 21:53:33.660317
2683,157,2025-08-31,4,65.2,18.5,34,28.6,71,1.3,11.8,CLOUDY,Thunderstorm,29.79,7,06:00:00,18:00:00,2025-09-01 08:35:52.896274,2025-09-20 07:37:28.774339
2684,191,2025-08-31,4,66.3,19.0,32,17.3,254,0.0,11.0,HEAVY_RAIN,Overcast,30.44,2,06:00:00,18:00:00,2025-09-02 20:42:41.873399,2025-09-19 21:58:55.655810
2685,66,2025-08-31,4,56.3,13.5,35,22.4,269,0.0,11.5,LIGHT_RAIN,Thunderstorm,29.63,7,06:00:00,18:00:00,2025-08-22 21:32:45.816111,2025-09-20 06:46:00.451605
2686,67,2025-08-31,4,56.3,13.5,40,28.7,230,0.0,37.4,CLEAR,Heavy rain,30.5,1,06:00:00,18:00:00,2025-08-22 09:38:23.498102,2025-09-20 00:42:12.523687
2687,217,2025-08-31,4,62.5,16.9,74,13.6,209,0.0,9.3,RAIN,Overcast,29.8,10,06:00:00,18:00:00,2025-09-08 02:56:10.978677,2025-09-20 02:44:27.857493
2688,12,2025-08-31,4,48.2,9.0,92,12.3,224,0.0,11.6,FOG,Foggy,29.53,9,06:00:00,18:00:00,2025-09-17 22:12:10.770876,2025-09-19 23:57:27.034306
2689,99,2025-08-31,4,52.2,11.2,36,27.6,262,0.0,23.9,PARTLY_CLOUDY,Foggy,29.63,1,06:00:00,18:00:00,2025-09-13 09:13:22.871256,2025-09-20 03:17:33.285234
2690,224,2025-08-31,4,44.6,7.0,63,26.2,23,0.0,18.4,FOG,Partly cloudy,29.85,9,06:00:00,18:00:00,2025-08-27 06:06:26.294191,2025-09-19 21:13:05.980167
2691,191,2025-08-31,5,50.5,10.3,52,18.7,58,0.0,39.3,FOG,Foggy,29.94,4,06:00:00,18:00:00,2025-09-16 22:44:00.094770,2025-09-20 10:31:02.299740
2692,197,2025-08-31,5,59.8,15.5,32,29.7,114,0.0,23.6,FOG,Foggy,30.11,5,06:00:00,18:00:00,2025-09-09 18:23:51.632940,2025-09-20 15:20:28.166328
2693,191,2025-08-31,5,50.6,10.3,36,19.7,91,0.0,40.4,CLOUDY,Thunderstorm,29.85,2,06:00:00,18:00:00,2025-09-02 14:48:23.363968,2025-09-20 15:56:21.927008
2694,153,2025-08-31,5,63.2,17.3,32,12.3,352,0.0,33.4,PARTLY_CLOUDY,Partly cloudy,29.81,7,06:00:00,18:00:00,2025-08-30 17:39:30.883310,2025-09-20 12:01:39.585367
2695,101,2025-08-31,5,65.1,18.4,63,2.3,77,14.4,33.7,PARTLY_CLOUDY,Heavy rain,29.68,5,06:00:00,18:00:00,2025-09-16 09:29:30.541277,2025-09-20 17:05:44.062478
2696,145,2025-08-31,5,62.9,17.1,40,2.0,302,0.0,46.1,HEAVY_RAIN,Heavy rain,30.4,0,06:00:00,18:00:00,2025-08-23 22:19:35.500201,2025-09-19 23:36:43.163731
2697,171,2025-08-31,5,46.1,7.8,69,7.9,94,0.0,47.5,LIGHT_RAIN,Light rain,30.28,5,06:00:00,18:00:00,2025-09-01 09:25:47.389724,2025-09-20 02:45:39.802442
2698,178,2025-08-31,5,58.8,14.9,76,8.0,71,1.0,5.7,HEAVY_RAIN,Light rain,30.14,6,06:00:00,18:00:00,2025-09-01 23:58:59.790414,2025-09-20 15:04:20.074827
2699,64,2025-08-31,5,51.8,11.0,53,25.4,222,0.0,32.4,RAIN,Heavy rain,30.11,9,06:00:00,18:00:00,2025-09-17 00:44:12.957160,2025-09-20 07:29:13.335861
2700,147,2025-08-31,5,47.9,8.8,46,1.3,349,31.8,13.8,STORM,Light rain,30.42,10,06:00:00,18:00:00,2025-09-20 03:32:59.493017,2025-09-20 13:34:41.632378
2701,69,2025-08-31,6,67.7,19.8,50,18.3,272,0.0,12.1,PARTLY_CLOUDY,Thunderstorm,30.12,0,06:00:00,18:00:00,2025-09-06 12:49:56.540696,2025-09-20 03:02:31.860887
2702,197,2025-08-31,6,58.6,14.8,61,15.3,69,22.6,44.1,FOG,Heavy rain,30.04,3,06:00:00,18:00:00,2025-08-28 01:07:06.234129,2025-09-20 09:53:30.270994
2703,17,2025-08-31,6,56.8,13.8,78,29.7,87,0.0,16.8,STORM,Foggy,30.43,8,06:00:00,18:00:00,2025-08-26 06:04:45.579753,2025-09-19 19:34:13.458692
2704,154,2025-08-31,6,56.1,13.4,85,9.6,309,0.0,46.0,PARTLY_CLOUDY,Foggy,29.77,1,06:00:00,18:00:00,2025-08-23 12:14:51.535921,2025-09-20 07:40:14.582954
2705,19,2025-08-31,6,50.1,10.1,44,27.6,150,24.6,6.5,HEAVY_RAIN,Light rain,29.94,11,06:00:00,18:00:00,2025-08-27 00:10:41.853250,2025-09-20 01:40:34.308684
2706,176,2025-08-31,6,54.5,12.5,82,1.6,162,0.0,19.7,LIGHT_RAIN,Heavy rain,30.35,4,06:00:00,18:00:00,2025-08-23 05:56:05.416980,2025-09-20 11:48:00.425033
2707,83,2025-08-31,6,47.1,8.4,51,23.9,337,10.0,26.1,LIGHT_RAIN,Overcast,29.64,1,06:00:00,18:00:00,2025-09-04 06:06:44.872893,2025-09-19 19:26:33.188117
2708,31,2025-08-31,6,46.1,7.8,47,9.0,158,41.7,11.3,CLEAR,Heavy rain,30.02,9,06:00:00,18:00:00,2025-09-04 22:46:42.078409,2025-09-20 12:58:22.602620
2709,97,2025-08-31,6,42.5,5.9,32,15.9,285,28.4,49.3,STORM,Heavy rain,30.49,2,06:00:00,18:00:00,2025-09-10 07:21:13.834462,2025-09-20 00:53:37.861112
2710,123,2025-08-31,6,61.9,16.6,70,29.8,63,40.4,32.6,FOG,Overcast,29.92,6,06:00:00,18:00:00,2025-09-20 08:48:39.284531,2025-09-20 01:39:29.922635
2711,237,2025-08-31,7,44.3,6.8,54,7.7,0,0.0,26.5,CLEAR,Clear skies,30.05,10,06:00:00,18:00:00,2025-09-02 17:13:37.853657,2025-09-20 09:05:15.321014
2712,93,2025-08-31,7,62.2,16.8,73,22.7,191,7.4,37.5,FOG,Partly cloudy,30.42,8,06:00:00,18:00:00,2025-09-01 08:38:18.582802,2025-09-20 07:26:07.484303
2713,137,2025-08-31,7,60.6,15.9,61,7.4,213,0.0,20.6,LIGHT_RAIN,Overcast,29.69,10,06:00:00,18:00:00,2025-08-30 01:25:18.575161,2025-09-19 20:50:54.915514
2714,111,2025-08-31,7,42.6,5.9,93,26.3,110,0.0,47.7,LIGHT_RAIN,Heavy rain,29.88,4,06:00:00,18:00:00,2025-09-16 15:19:54.932451,2025-09-19 22:23:28.049778
2715,223,2025-08-31,7,55.2,12.9,78,2.3,175,0.0,13.6,STORM,Partly cloudy,30.45,9,06:00:00,18:00:00,2025-09-01 11:51:38.510701,2025-09-20 18:38:00.259715
2716,212,2025-08-31,7,44.7,7.1,74,27.1,102,0.0,22.3,FOG,Clear skies,30.17,9,06:00:00,18:00:00,2025-08-26 06:26:40.910189,2025-09-19 21:14:20.340978
2717,135,2025-08-31,7,65.8,18.8,46,1.7,57,2.9,42.1,CLOUDY,Overcast,29.98,10,06:00:00,18:00:00,2025-09-09 11:36:16.120612,2025-09-19 19:02:58.147575
2718,28,2025-08-31,7,53.8,12.1,33,2.6,211,0.0,15.2,PARTLY_CLOUDY,Clear skies,30.18,5,06:00:00,18:00:00,2025-09-10 08:37:03.205611,2025-09-19 23:00:08.562708
2719,6,2025-08-31,7,45.0,7.2,57,3.7,137,0.0,10.5,LIGHT_RAIN,Thunderstorm,30.41,8,06:00:00,18:00:00,2025-09-11 12:57:02.750516,2025-09-20 16:18:01.137674
2720,147,2025-08-31,7,50.4,10.2,48,28.3,47,0.0,37.9,CLEAR,Clear skies,29.53,2,06:00:00,18:00:00,2025-08-24 07:35:54.268687,2025-09-20 04:46:48.181714
2721,68,2025-08-31,8,48.8,9.3,58,6.6,4,0.0,21.1,RAIN,Thunderstorm,29.83,10,06:00:00,18:00:00,2025-09-19 22:16:33.904682,2025-09-20 01:50:33.296405
2722,226,2025-08-31,8,47.7,8.7,70,29.3,352,0.0,45.7,CLOUDY,Clear skies,29.71,0,06:00:00,18:00:00,2025-09-14 09:57:03.272342,2025-09-19 19:45:46.991926
2723,213,2025-08-31,8,59.8,15.4,38,16.4,355,0.0,13.4,CLOUDY,Heavy rain,30.24,7,06:00:00,18:00:00,2025-08-23 02:57:12.686389,2025-09-19 22:15:24.909092
2724,30,2025-08-31,8,49.1,9.5,35,6.7,247,30.8,27.2,PARTLY_CLOUDY,Light rain,29.95,11,06:00:00,18:00:00,2025-09-01 08:16:55.949021,2025-09-20 12:51:26.194579
2725,173,2025-08-31,8,51.3,10.7,70,7.0,292,0.0,27.9,STORM,Clear skies,30.3,8,06:00:00,18:00:00,2025-09-04 06:57:09.327166,2025-09-19 21:36:20.576041
2726,176,2025-08-31,8,52.4,11.3,84,26.3,352,0.0,20.3,CLOUDY,Light rain,30.36,9,06:00:00,18:00:00,2025-09-18 13:09:11.083833,2025-09-20 10:22:26.046162
2727,119,2025-08-31,8,55.4,13.0,89,4.3,175,15.6,33.3,CLOUDY,Thunderstorm,29.56,10,06:00:00,18:00:00,2025-09-13 19:02:10.000103,2025-09-19 23:38:41.003480
2728,23,2025-08-31,8,41.9,5.5,76,4.7,281,0.0,11.2,CLEAR,Clear skies,30.14,8,06:00:00,18:00:00,2025-08-22 23:57:08.337914,2025-09-19 22:06:47.010775
2729,202,2025-08-31,8,63.8,17.6,77,29.7,296,39.3,16.1,STORM,Partly cloudy,29.58,0,06:00:00,18:00:00,2025-09-17 17:09:32.116445,2025-09-20 05:21:01.885948
2730,2,2025-08-31,8,51.2,10.7,57,13.2,255,8.6,21.9,STORM,Light rain,30.33,4,06:00:00,18:00:00,2025-09-01 19:19:38.637297,2025-09-20 05:05:06.228982
2731,123,2025-08-31,9,48.1,8.9,62,11.4,25,29.1,48.9,HEAVY_RAIN,Thunderstorm,30.41,5,06:00:00,18:00:00,2025-08-24 02:14:29.636448,2025-09-19 21:27:36.994502
2732,65,2025-08-31,9,49.4,9.7,53,0.2,65,0.0,9.3,FOG,Heavy rain,30.49,10,06:00:00,18:00:00,2025-09-10 18:14:57.360301,2025-09-20 12:46:05.927088
2733,181,2025-08-31,9,54.4,12.4,54,12.6,261,34.3,11.9,FOG,Thunderstorm,30.39,4,06:00:00,18:00:00,2025-09-17 03:06:30.275527,2025-09-20 00:00:52.649578
2734,198,2025-08-31,9,46.6,8.1,38,17.9,296,26.6,20.7,HEAVY_RAIN,Heavy rain,30.34,7,06:00:00,18:00:00,2025-09-07 09:14:26.344439,2025-09-19 23:55:09.671130
2735,107,2025-08-31,9,65.8,18.8,33,18.6,166,0.0,35.4,RAIN,Partly cloudy,29.84,10,06:00:00,18:00:00,2025-08-27 15:23:20.732737,2025-09-20 02:46:49.050017
2736,126,2025-08-31,9,57.2,14.0,54,4.4,153,7.4,42.7,PARTLY_CLOUDY,Clear skies,30.41,4,06:00:00,18:00:00,2025-09-11 20:50:46.680499,2025-09-20 01:59:06.299428
2737,199,2025-08-31,9,46.4,8.0,49,22.9,336,0.0,13.4,RAIN,Thunderstorm,30.06,3,06:00:00,18:00:00,2025-08-25 10:00:01.275266,2025-09-20 03:31:10.962003
2738,182,2025-08-31,9,50.8,10.5,43,24.9,143,0.0,49.2,HEAVY_RAIN,Heavy rain,30.35,0,06:00:00,18:00:00,2025-08-28 08:50:23.392607,2025-09-20 03:56:39.401159
2739,20,2025-08-31,9,59.6,15.3,52,6.0,152,0.0,40.9,CLEAR,Thunderstorm,30.03,8,06:00:00,18:00:00,2025-09-14 20:37:51.434468,2025-09-20 13:48:19.459896
2740,136,2025-08-31,9,51.5,10.8,46,7.4,170,0.0,30.2,RAIN,Foggy,30.14,9,06:00:00,18:00:00,2025-09-19 17:32:01.697175,2025-09-20 03:08:34.919781
2741,176,2025-08-31,10,51.1,10.6,94,11.8,196,0.0,45.7,LIGHT_RAIN,Foggy,29.99,9,06:00:00,18:00:00,2025-08-22 04:32:15.038092,2025-09-20 13:34:26.280397
2742,5,2025-08-31,10,62.8,17.1,32,26.2,169,33.9,17.7,HEAVY_RAIN,Overcast,29.52,9,06:00:00,18:00:00,2025-09-01 09:50:58.462293,2025-09-20 00:18:02.549366
2743,147,2025-08-31,10,41.0,5.0,62,6.9,235,0.0,12.1,CLEAR,Overcast,30.08,1,06:00:00,18:00:00,2025-09-15 12:05:25.035045,2025-09-20 09:06:52.988967
2744,27,2025-08-31,10,47.7,8.7,79,10.6,283,0.0,41.3,FOG,Light rain,30.26,0,06:00:00,18:00:00,2025-09-04 18:39:00.371008,2025-09-20 01:09:32.106434
2745,126,2025-08-31,10,60.1,15.6,84,14.0,208,44.7,44.5,LIGHT_RAIN,Partly cloudy,29.96,11,06:00:00,18:00:00,2025-08-29 14:54:15.567825,2025-09-20 17:17:26.362166
2746,13,2025-08-31,10,63.3,17.4,73,4.7,318,0.0,19.1,LIGHT_RAIN,Clear skies,29.8,10,06:00:00,18:00:00,2025-08-29 15:23:59.400823,2025-09-20 07:35:36.705280
2747,84,2025-08-31,10,44.1,6.7,75,26.8,93,33.6,17.0,LIGHT_RAIN,Clear skies,29.84,3,06:00:00,18:00:00,2025-09-10 18:39:18.627278,2025-09-20 14:24:57.502781
2748,102,2025-08-31,10,48.0,8.9,54,8.1,69,0.0,5.6,HEAVY_RAIN,Thunderstorm,29.88,6,06:00:00,18:00:00,2025-08-28 13:45:10.334273,2025-09-20 18:15:30.480123
2749,114,2025-08-31,10,41.9,5.5,58,21.7,174,0.0,45.2,PARTLY_CLOUDY,Light rain,30.05,4,06:00:00,18:00:00,2025-08-26 09:10:28.546254,2025-09-20 06:35:06.871667
2750,54,2025-08-31,10,66.1,19.0,84,3.3,322,14.2,15.7,STORM,Clear skies,30.14,1,06:00:00,18:00:00,2025-09-05 06:33:09.497458,2025-09-19 21:37:38.244514
2751,80,2025-08-31,11,63.4,17.5,49,1.2,16,0.0,36.8,FOG,Partly cloudy,30.26,10,06:00:00,18:00:00,2025-09-06 21:07:20.079439,2025-09-20 05:23:24.097044
2752,158,2025-08-31,11,65.4,18.6,85,16.5,223,0.0,38.9,FOG,Light rain,30.07,2,06:00:00,18:00:00,2025-09-19 00:42:01.532069,2025-09-20 13:46:55.340560
2753,15,2025-08-31,11,53.9,12.2,62,3.2,249,0.0,45.2,RAIN,Foggy,30.46,6,06:00:00,18:00:00,2025-09-05 14:19:35.927230,2025-09-19 20:53:53.620668
2754,41,2025-08-31,11,66.1,19.0,43,14.1,311,0.0,14.3,CLEAR,Partly cloudy,29.84,8,06:00:00,18:00:00,2025-09-16 15:01:56.685328,2025-09-20 14:38:17.906036
2755,17,2025-08-31,11,51.3,10.7,57,16.4,126,0.0,30.7,PARTLY_CLOUDY,Thunderstorm,29.93,8,06:00:00,18:00:00,2025-08-24 00:37:38.540664,2025-09-20 08:36:26.996925
2756,1,2025-08-31,11,55.6,13.1,70,21.3,187,0.0,22.7,CLOUDY,Thunderstorm,29.6,5,06:00:00,18:00:00,2025-09-09 07:01:56.752122,2025-09-20 18:23:00.212367
2757,177,2025-08-31,11,62.2,16.8,68,19.4,195,0.0,33.5,STORM,Heavy rain,30.17,11,06:00:00,18:00:00,2025-09-04 13:55:05.784403,2025-09-20 12:46:38.693411
2758,175,2025-08-31,11,41.6,5.3,39,6.6,306,0.0,23.4,RAIN,Foggy,29.6,0,06:00:00,18:00:00,2025-09-07 01:03:57.897563,2025-09-20 02:00:44.164909
2759,176,2025-08-31,11,58.9,14.9,46,24.7,45,0.0,22.3,CLOUDY,Foggy,29.98,9,06:00:00,18:00:00,2025-09-12 06:00:25.710476,2025-09-20 07:09:57.867972
2760,89,2025-08-31,11,43.1,6.1,71,17.5,34,0.0,7.8,RAIN,Foggy,29.56,4,06:00:00,18:00:00,2025-09-06 20:40:38.237920,2025-09-20 04:22:27.603556
2761,140,2025-08-31,12,43.2,6.2,85,0.8,279,0.0,14.5,HEAVY_RAIN,Clear skies,29.61,4,06:00:00,18:00:00,2025-08-25 09:14:14.587869,2025-09-20 16:09:16.118428
2762,177,2025-08-31,12,59.8,15.4,68,22.2,306,0.0,38.7,HEAVY_RAIN,Light rain,29.56,8,06:00:00,18:00:00,2025-08-31 05:34:53.386559,2025-09-20 04:03:24.242661
2763,175,2025-08-31,12,46.7,8.2,79,6.0,313,1.2,16.2,CLOUDY,Thunderstorm,30.29,1,06:00:00,18:00:00,2025-09-09 11:43:47.362598,2025-09-20 00:42:46.766026
2764,158,2025-08-31,12,42.4,5.8,50,23.1,38,0.6,48.7,FOG,Partly cloudy,29.76,2,06:00:00,18:00:00,2025-09-17 07:28:47.148111,2025-09-20 05:52:38.362977
2765,91,2025-08-31,12,60.4,15.8,86,14.9,156,5.2,49.0,LIGHT_RAIN,Clear skies,30.23,9,06:00:00,18:00:00,2025-08-25 10:15:18.679864,2025-09-20 10:46:24.816815
2766,221,2025-08-31,12,59.0,15.0,60,14.6,360,47.7,32.6,LIGHT_RAIN,Light rain,30.45,4,06:00:00,18:00:00,2025-09-14 13:43:24.713238,2025-09-20 10:47:31.331173
2767,239,2025-08-31,12,45.1,7.3,42,22.1,236,0.0,12.6,FOG,Partly cloudy,29.51,4,06:00:00,18:00:00,2025-09-16 03:42:29.912366,2025-09-20 10:38:54.394238
2768,17,2025-08-31,12,53.9,12.2,88,21.1,315,0.0,28.7,CLEAR,Overcast,30.31,3,06:00:00,18:00:00,2025-08-24 11:49:54.029255,2025-09-20 10:51:11.296404
2769,147,2025-08-31,12,55.0,12.8,94,23.1,68,0.0,25.4,LIGHT_RAIN,Overcast,30.28,8,06:00:00,18:00:00,2025-09-05 14:17:58.580270,2025-09-20 17:43:09.201273
2770,35,2025-08-31,12,54.5,12.5,78,18.3,52,0.0,42.1,LIGHT_RAIN,Heavy rain,29.96,9,06:00:00,18:00:00,2025-08-31 00:39:28.009493,2025-09-19 20:36:57.533926
2771,12,2025-08-31,13,42.8,6.0,80,29.2,165,0.0,7.7,PARTLY_CLOUDY,Overcast,30.04,7,06:00:00,18:00:00,2025-08-24 07:47:56.567379,2025-09-20 13:29:41.576435
2772,56,2025-08-31,13,65.5,18.6,74,2.8,350,0.0,32.1,PARTLY_CLOUDY,Light rain,29.67,8,06:00:00,18:00:00,2025-09-02 02:27:44.240788,2025-09-19 20:34:42.300491
2773,204,2025-08-31,13,44.9,7.1,95,21.2,330,0.0,13.5,PARTLY_CLOUDY,Foggy,29.7,6,06:00:00,18:00:00,2025-09-19 21:54:42.979449,2025-09-20 13:20:41.687822
2774,141,2025-08-31,13,60.4,15.8,82,14.0,181,0.0,41.3,RAIN,Overcast,29.83,11,06:00:00,18:00:00,2025-08-22 05:08:30.273896,2025-09-20 07:04:35.448974
2775,220,2025-08-31,13,56.7,13.7,93,27.2,234,0.0,21.1,CLOUDY,Overcast,29.55,6,06:00:00,18:00:00,2025-09-05 20:43:58.472451,2025-09-20 07:00:02.084055
2776,58,2025-08-31,13,46.2,7.9,55,20.8,0,19.8,26.5,LIGHT_RAIN,Overcast,30.46,5,06:00:00,18:00:00,2025-09-10 20:55:14.893995,2025-09-20 02:10:17.450875
2777,4,2025-08-31,13,45.4,7.5,62,19.1,33,35.0,44.5,LIGHT_RAIN,Clear skies,29.85,6,06:00:00,18:00:00,2025-08-31 23:01:09.187499,2025-09-20 05:11:22.931083
2778,9,2025-08-31,13,56.4,13.6,68,2.3,136,0.0,35.7,PARTLY_CLOUDY,Clear skies,29.64,11,06:00:00,18:00:00,2025-09-14 17:00:38.900033,2025-09-20 08:48:58.760080
2779,27,2025-08-31,13,57.8,14.3,88,18.1,215,23.7,17.2,FOG,Overcast,30.33,7,06:00:00,18:00:00,2025-08-29 19:58:46.691067,2025-09-20 14:09:09.807522
2780,201,2025-08-31,13,41.8,5.4,84,21.6,186,0.0,10.2,HEAVY_RAIN,Thunderstorm,29.74,9,06:00:00,18:00:00,2025-08-23 03:42:39.698707,2025-09-20 07:19:38.244133
2781,192,2025-08-31,14,60.3,15.7,63,9.5,22,0.0,31.3,PARTLY_CLOUDY,Thunderstorm,29.77,10,06:00:00,18:00:00,2025-08-23 13:03:38.638772,2025-09-20 04:26:06.088473
2782,221,2025-08-31,14,49.3,9.6,72,3.4,251,36.8,9.9,CLOUDY,Clear skies,30.4,9,06:00:00,18:00:00,2025-08-24 11:18:06.966508,2025-09-20 01:39:19.320417
2783,212,2025-08-31,14,47.1,8.4,52,29.2,223,24.7,46.9,STORM,Foggy,29.53,0,06:00:00,18:00:00,2025-09-19 18:51:13.624699,2025-09-20 00:37:11.501241
2784,209,2025-08-31,14,55.1,12.8,60,12.6,297,0.0,39.3,FOG,Clear skies,30.13,9,06:00:00,18:00:00,2025-08-31 05:54:18.920333,2025-09-19 20:17:52.046056
2785,38,2025-08-31,14,66.4,19.1,50,6.2,150,0.0,40.8,CLOUDY,Overcast,29.78,7,06:00:00,18:00:00,2025-09-06 03:09:31.220074,2025-09-20 08:03:46.619016
2786,24,2025-08-31,14,46.5,8.1,48,5.6,312,0.0,24.8,LIGHT_RAIN,Partly cloudy,29.58,10,06:00:00,18:00:00,2025-09-17 13:04:47.179680,2025-09-20 02:21:35.306269
2787,27,2025-08-31,14,42.5,5.8,41,15.3,255,44.7,36.7,RAIN,Partly cloudy,30.4,3,06:00:00,18:00:00,2025-08-24 10:09:05.198082,2025-09-20 18:46:56.038546
