customer_id,customer_name,customer_type,volume_segment,industry,preferred_delivery_window,service_level,credit_rating,payment_terms,signup_date,last_order_date,total_lifetime_value,average_order_value,delivery_flexibility_score,satisfaction_score
358,Schultz Inc,Individual,High Volume,Retail,Afternoon,Standard,Fair,COD,2023-11-04,2024-08-05,63394.56,2220.16,1.1,6.4
359,"Mayer, Wood and Clements",Enterprise,High Volume,Healthcare,Any,Express,Poor,COD,2024-12-18,2025-03-18,232378.55,3967.55,4.0,9.4
360,"Davis, Stanton and Reid",Enterprise,Low Volume,Healthcare,Any,Standard,Poor,Net 15,2022-09-21,2024-10-22,96903.95,4215.62,8.4,9.3
361,"Sanders, Donaldson and Summers",Individual,Medium Volume,Manufacturing,Any,Express,Good,Net 30,2025-04-07,2025-06-27,100390.76,3689.85,1.8,8.7
362,Morgan-Lane,SME,Medium Volume,Automotive,Evening,Express,Good,Net 30,2023-09-07,2024-10-31,372617.56,2770.42,2.1,7.9
363,Shannon-Farmer,SME,Medium Volume,Retail,Afternoon,Standard,Good,Prepaid,2024-03-03,2024-03-28,162932.23,878.43,3.5,6.5
364,Smith-Noble,Enterprise,Low Volume,Retail,Any,Premium,Good,COD,2024-08-05,2024-10-08,385627.7,1281.18,5.5,8.7
365,Harris-Barker,Individual,Medium Volume,Retail,Morning,Express,Good,Net 30,2024-02-01,2024-04-19,63787.9,1201.74,9.8,9.2
366,Baxter LLC,SME,Low Volume,Automotive,Afternoon,Standard,Poor,COD,2024-08-31,2024-10-05,362475.18,1290.95,1.4,8.8
367,Watson Ltd,Individual,Low Volume,Automotive,Any,Standard,Good,COD,2023-10-19,2024-02-12,162516.76,2368.55,8.8,8.4
368,Barber-Fischer,Enterprise,Low Volume,Retail,Afternoon,Express,Fair,COD,2023-11-27,2024-09-06,271261.37,2297.69,8.0,8.0
369,Smith Group,Enterprise,Low Volume,Food & Beverage,Evening,Premium,Good,COD,2022-12-27,2023-03-14,360780.78,3308.53,5.9,7.5
370,"Frazier, Smith and Dominguez",SME,Low Volume,Food & Beverage,Afternoon,Premium,Fair,COD,2024-06-30,2025-06-29,205492.46,1644.02,1.9,8.6
371,Benson-Woods,Enterprise,High Volume,Manufacturing,Morning,Standard,Excellent,Prepaid,2025-09-06,2025-09-08,96616.7,207.49,6.8,7.6
372,Garcia LLC,Individual,Low Volume,Automotive,Evening,Standard,Fair,Net 15,2022-12-25,2025-05-23,303370.86,400.83,9.4,6.8
373,May Ltd,Enterprise,Low Volume,Technology,Morning,Express,Poor,COD,2023-02-16,2023-07-01,397330.54,338.59,6.6,8.1
374,Bishop and Sons,SME,Low Volume,Retail,Afternoon,Premium,Excellent,Net 30,2024-04-22,2024-12-04,362860.79,2681.72,2.7,8.1
375,"Goodman, Gillespie and Jensen",Individual,Medium Volume,Manufacturing,Any,Premium,Excellent,COD,2024-11-18,2025-04-01,337571.79,3527.62,4.8,6.4
376,Taylor Inc,Individual,Low Volume,Technology,Evening,Premium,Good,Prepaid,2023-05-15,2024-10-01,466826.46,4517.3,6.0,10.0
377,Edwards-Taylor,SME,Low Volume,Automotive,Any,Premium,Fair,Net 15,2023-11-13,2024-05-18,282009.21,1108.94,7.9,9.7
378,"Burke, Griffith and Mitchell",SME,Medium Volume,Technology,Any,Standard,Excellent,COD,2022-12-20,2025-07-22,298285.65,2612.17,9.9,7.2
379,"Liu, Harris and Lawson",Enterprise,Medium Volume,Manufacturing,Evening,Standard,Fair,Net 15,2022-10-18,2023-05-07,48049.28,2328.83,2.4,7.1
380,"Brown, Hurst and Blevins",Enterprise,Low Volume,Manufacturing,Evening,Express,Excellent,Prepaid,2023-11-22,2024-10-17,284963.4,1126.31,1.7,7.3
381,Little-Jones,SME,Low Volume,Automotive,Morning,Premium,Fair,Net 30,2023-01-20,2025-06-02,365663.89,2902.6,1.7,6.2
382,Peck-Anderson,SME,Low Volume,Technology,Any,Standard,Good,Net 30,2022-10-02,2025-04-21,317309.66,3179.36,1.5,8.1
383,Payne-Thompson,Individual,Medium Volume,Manufacturing,Evening,Premium,Good,Net 15,2024-06-02,2025-01-11,26209.39,3671.31,4.5,7.8
384,Smith Inc,Individual,Low Volume,Retail,Afternoon,Express,Fair,Prepaid,2025-09-05,2025-09-05,74858.19,1714.03,5.3,9.0
385,Fry Group,SME,Low Volume,Retail,Any,Premium,Poor,Net 15,2023-05-13,2024-07-21,381254.43,2430.57,2.8,7.6
386,"Wang, Henderson and Morales",Individual,Low Volume,Food & Beverage,Afternoon,Standard,Excellent,COD,2024-08-07,2025-04-25,388609.18,1650.89,9.3,6.4
387,Ramirez LLC,SME,Low Volume,Healthcare,Evening,Standard,Fair,COD,2024-04-30,2024-06-09,297344.7,169.82,3.7,10.0
388,Herrera Group,SME,Low Volume,Food & Beverage,Afternoon,Express,Excellent,Net 15,2025-06-24,2025-08-14,100642.92,1900.41,7.8,9.4
389,"Becker, Jones and Hale",Enterprise,Medium Volume,Manufacturing,Afternoon,Express,Excellent,COD,2025-01-02,2025-07-10,347203.82,600.83,5.1,6.1
390,Sanchez Group,Individual,Medium Volume,Manufacturing,Afternoon,Premium,Fair,Prepaid,2025-04-03,2025-04-22,311897.95,4961.9,7.3,8.7
391,Parker Ltd,Individual,Medium Volume,Food & Beverage,Morning,Express,Good,Net 30,2024-07-21,2025-04-26,142722.76,3956.48,6.6,6.2
392,Zimmerman Ltd,Enterprise,Low Volume,Retail,Any,Premium,Fair,COD,2023-03-30,2023-04-09,432276.85,144.44,8.8,8.6
393,Mills-Logan,SME,Medium Volume,Food & Beverage,Morning,Express,Poor,Net 30,2024-03-16,2025-04-17,94022.28,2528.22,5.1,9.7
394,Brady LLC,Enterprise,High Volume,Food & Beverage,Evening,Express,Poor,Prepaid,2023-03-20,2025-01-17,372450.97,140.94,7.2,7.4
395,Rogers Group,Individual,Medium Volume,Healthcare,Morning,Premium,Fair,Prepaid,2023-01-26,2023-10-16,445310.64,4083.55,1.3,8.2
396,"Proctor, Burton and Crawford",Enterprise,Medium Volume,Healthcare,Any,Premium,Good,Net 30,2022-11-28,2024-05-05,365214.94,2627.55,7.1,9.5
397,"Jackson, Moore and Ayala",SME,Low Volume,Manufacturing,Afternoon,Express,Fair,COD,2022-11-18,2025-06-01,225135.42,702.27,6.9,8.3
398,Perez PLC,Enterprise,Low Volume,Manufacturing,Evening,Premium,Good,Prepaid,2024-09-26,2024-09-26,497847.21,4880.1,2.3,9.7
399,Sanchez Group,SME,Low Volume,Retail,Morning,Standard,Fair,Net 15,2025-04-17,2025-06-12,363812.69,3838.9,8.9,7.7
400,Velazquez Inc,SME,Low Volume,Automotive,Evening,Standard,Good,Net 30,2025-06-23,2025-08-10,66641.39,179.68,9.9,8.5
401,"Rios, Walker and Wright",Individual,Low Volume,Manufacturing,Afternoon,Standard,Excellent,COD,2025-06-16,2025-09-11,40658.24,3910.14,2.2,9.4
402,Duncan Inc,Individual,Low Volume,Healthcare,Afternoon,Express,Poor,Prepaid,2023-09-04,2024-09-12,69618.85,1006.64,1.3,9.1
403,Walker PLC,SME,High Volume,Technology,Afternoon,Premium,Good,Net 15,2025-06-03,2025-09-16,34002.03,4639.16,9.9,9.5
404,Wiley LLC,SME,Low Volume,Technology,Afternoon,Express,Poor,Net 30,2025-07-30,2025-09-07,304357.05,4130.43,7.5,7.6
405,Tran Inc,Individual,Low Volume,Food & Beverage,Morning,Premium,Excellent,Prepaid,2023-08-25,2024-05-29,228993.31,4394.95,8.9,7.0
406,Stevenson-Sanchez,Individual,Low Volume,Retail,Any,Premium,Excellent,Net 15,2023-08-04,2024-05-16,146298.5,2020.3,3.7,9.3
407,Oconnor PLC,SME,Low Volume,Healthcare,Morning,Premium,Good,Prepaid,2025-08-19,2025-09-11,415116.86,2285.91,7.5,6.5
408,Randolph Inc,Individual,Low Volume,Food & Beverage,Afternoon,Express,Poor,COD,2023-06-14,2023-12-23,225992.04,935.45,6.3,8.9
409,"Wiley, Tapia and Smith",SME,Medium Volume,Retail,Evening,Express,Good,Net 30,2023-10-03,2025-01-16,46504.43,3545.82,6.7,6.3
410,"Parker, Harris and Bird",Individual,Low Volume,Food & Beverage,Afternoon,Express,Poor,Net 30,2025-04-06,2025-06-14,384361.9,4565.65,6.1,8.6
411,Dawson Inc,Enterprise,Medium Volume,Manufacturing,Morning,Express,Fair,COD,2025-08-07,2025-08-08,365350.71,4806.78,3.6,6.7
412,"Gutierrez, Huang and Ellis",Enterprise,Low Volume,Retail,Evening,Standard,Poor,Prepaid,2023-05-30,2025-02-18,427850.12,2740.33,1.1,9.5
413,"Anderson, Wilkins and Jones",Individual,Medium Volume,Automotive,Any,Express,Poor,Prepaid,2024-06-16,2025-03-04,40623.05,3020.51,3.2,8.2
414,Young LLC,Individual,Low Volume,Manufacturing,Morning,Standard,Good,Net 30,2024-01-08,2025-06-18,326985.16,231.77,8.7,8.7
415,Haynes-Moss,SME,Low Volume,Healthcare,Morning,Standard,Excellent,Prepaid,2025-06-29,2025-07-25,496873.86,848.61,3.6,8.6
416,Harding and Sons,Individual,Low Volume,Food & Beverage,Afternoon,Express,Fair,Net 30,2023-07-14,2025-03-27,47470.02,1531.51,4.3,7.5
417,Garcia Group,SME,High Volume,Food & Beverage,Morning,Express,Poor,Net 15,2024-06-20,2025-01-18,61889.59,4304.07,4.0,7.7
418,"Howard, Townsend and Hayes",Enterprise,Medium Volume,Food & Beverage,Morning,Standard,Excellent,Prepaid,2023-12-08,2024-10-04,362312.99,3043.65,8.1,8.8
419,Moore Ltd,SME,Low Volume,Healthcare,Evening,Standard,Poor,Prepaid,2025-04-10,2025-05-29,246759.72,940.54,6.5,8.8
420,"Williams, Huff and Murphy",Enterprise,Low Volume,Retail,Morning,Express,Excellent,Net 15,2024-10-30,2024-11-28,399982.61,4994.99,4.7,7.3
421,Foster-Williams,Individual,Low Volume,Manufacturing,Morning,Premium,Good,COD,2023-06-18,2024-02-19,127954.34,385.79,3.7,8.2
422,Johnson Group,Enterprise,Low Volume,Automotive,Evening,Express,Poor,Net 30,2025-03-05,2025-08-21,416189.34,1010.38,8.5,9.7
423,"Wright, Murray and Lara",SME,Low Volume,Retail,Afternoon,Express,Good,Prepaid,2024-05-20,2024-07-27,446137.11,2707.99,4.0,9.1
424,Anderson Group,Individual,Low Volume,Retail,Evening,Premium,Fair,Net 30,2022-10-02,2023-11-09,104922.97,3443.19,8.2,9.6
425,"Miller, Willis and Lowery",Enterprise,Medium Volume,Healthcare,Morning,Express,Poor,Net 15,2024-08-09,2024-09-08,285919.84,1978.35,6.4,9.5
426,Orr Group,Individual,Low Volume,Healthcare,Morning,Express,Poor,Net 30,2025-09-15,2025-09-18,249030.16,1226.33,5.1,9.8
427,Martinez-Dunlap,SME,Medium Volume,Manufacturing,Morning,Express,Excellent,Net 15,2022-12-28,2023-02-16,456763.57,2246.68,1.2,7.9
428,Underwood-Foster,Enterprise,Low Volume,Healthcare,Any,Premium,Fair,COD,2025-06-27,2025-06-29,72504.23,4365.4,8.4,9.8
429,Gomez and Sons,Enterprise,Low Volume,Manufacturing,Morning,Express,Poor,Net 30,2024-10-06,2025-01-09,3050.82,4665.07,7.2,8.4
430,Johnson PLC,SME,High Volume,Retail,Morning,Premium,Fair,Net 30,2024-01-20,2025-01-29,289202.36,1595.11,9.0,7.3
431,Jenkins-Pierce,SME,Medium Volume,Food & Beverage,Evening,Express,Excellent,COD,2024-08-28,2024-09-20,75511.04,1404.5,1.1,8.5
432,Barnes Ltd,Enterprise,Low Volume,Food & Beverage,Evening,Premium,Fair,COD,2023-07-22,2025-06-19,71636.86,3536.55,3.5,7.0
433,"Mcknight, Stephens and Smith",Individual,High Volume,Healthcare,Any,Standard,Good,Net 30,2024-04-17,2024-11-01,235897.05,3393.7,2.0,6.2
434,Stephens-Washington,Enterprise,Low Volume,Automotive,Any,Premium,Fair,COD,2024-11-08,2025-08-22,166833.72,1030.83,7.8,9.2
435,Nelson-Johnson,SME,High Volume,Food & Beverage,Afternoon,Standard,Poor,Net 30,2024-03-22,2025-02-11,228336.5,3438.17,7.4,7.9
436,Brown-Frey,Enterprise,Medium Volume,Manufacturing,Evening,Express,Poor,Net 15,2022-10-21,2024-05-06,350107.7,3342.64,8.1,9.5
437,Dickson Inc,Enterprise,Low Volume,Retail,Any,Standard,Fair,Prepaid,2025-01-06,2025-03-10,231159.6,895.47,7.9,8.4
438,"Velasquez, Stark and Brown",Enterprise,Medium Volume,Technology,Morning,Express,Excellent,COD,2023-06-10,2025-09-15,266840.04,2034.04,4.7,8.5
439,Kelly-Combs,SME,Low Volume,Technology,Morning,Express,Good,Prepaid,2023-05-17,2025-05-09,392372.67,2205.0,8.1,8.2
440,"Stewart, Rojas and Howard",Individual,Medium Volume,Automotive,Morning,Premium,Poor,Net 30,2023-03-31,2024-09-15,296489.4,2341.4,6.0,9.3
441,Meza-Elliott,SME,Medium Volume,Retail,Morning,Premium,Poor,COD,2024-10-28,2025-04-29,247653.28,3317.82,1.8,9.3
442,Weaver-Thompson,Individual,Low Volume,Retail,Afternoon,Premium,Good,Prepaid,2023-04-13,2023-05-16,266096.65,1980.41,6.2,6.8
443,"Robinson, Fox and Smith",SME,Low Volume,Healthcare,Evening,Express,Fair,Net 30,2022-11-19,2025-06-26,291780.76,3076.88,5.6,9.4
444,Peterson and Sons,Enterprise,Low Volume,Healthcare,Morning,Standard,Fair,Net 30,2023-04-27,2025-07-09,430762.67,4335.11,3.1,8.8
445,Brown-Hernandez,SME,Medium Volume,Automotive,Any,Express,Poor,Prepaid,2025-04-01,2025-07-30,273014.28,3329.31,5.3,6.8
446,Mathis LLC,SME,Medium Volume,Technology,Afternoon,Express,Good,Net 15,2023-02-21,2025-08-12,6789.77,3259.53,2.3,9.5
447,"Foster, Garcia and Turner",Enterprise,Low Volume,Retail,Afternoon,Premium,Poor,Prepaid,2023-11-02,2024-02-03,446897.65,3492.18,9.4,8.5
448,Conner-Yu,SME,Low Volume,Food & Beverage,Any,Express,Fair,Net 15,2023-03-10,2024-10-29,93709.73,3042.64,6.2,9.4
449,"Steele, Mcfarland and Buchanan",Individual,Medium Volume,Healthcare,Any,Premium,Fair,Net 30,2023-03-28,2023-10-16,489138.49,2862.34,7.3,6.5
450,Gray Ltd,Individual,Low Volume,Retail,Afternoon,Premium,Fair,Prepaid,2024-06-25,2025-05-01,258957.83,2640.62,6.5,7.0
451,"Smith, Miles and Berry",Individual,Low Volume,Automotive,Morning,Premium,Fair,Net 30,2023-02-05,2025-04-29,451889.05,2698.41,1.1,7.8
452,"Johnson, Guzman and Mccall",Individual,Low Volume,Automotive,Evening,Express,Fair,COD,2025-01-10,2025-09-10,145315.01,224.86,9.3,9.0
453,"Garcia, Crawford and Rivera",Individual,Low Volume,Healthcare,Morning,Premium,Poor,Net 15,2023-05-19,2023-07-24,286857.14,3298.78,3.6,8.9
454,Jackson-Mcclure,SME,High Volume,Retail,Afternoon,Premium,Excellent,COD,2023-10-04,2023-12-06,126773.44,3098.2,3.5,7.0
455,"Daniel, Rogers and Smith",Individual,Low Volume,Manufacturing,Afternoon,Premium,Poor,COD,2024-11-04,2025-01-09,404112.5,1343.2,7.3,7.9
456,Scott-Rodriguez,Enterprise,Low Volume,Healthcare,Morning,Standard,Good,Prepaid,2024-10-17,2024-10-17,376627.89,2094.09,4.4,8.6
457,"Barnes, Jackson and Gutierrez",Enterprise,Low Volume,Manufacturing,Evening,Standard,Fair,Net 30,2023-11-15,2025-07-01,27209.08,2346.87,5.3,7.9
458,Garcia-Mendoza,Individual,Low Volume,Manufacturing,Any,Premium,Poor,Prepaid,2023-10-08,2025-06-14,132049.95,2675.69,4.9,7.2
459,"Perez, Hayes and Lloyd",SME,Low Volume,Automotive,Evening,Premium,Excellent,Net 30,2024-09-01,2024-09-13,458938.36,3205.25,9.6,7.7
460,Lynn-Jones,SME,Low Volume,Healthcare,Evening,Express,Excellent,COD,2022-10-11,2023-04-11,327517.3,1986.21,8.0,9.0
461,"Jones, Mcmahon and Spence",Individual,Low Volume,Manufacturing,Evening,Premium,Good,COD,2023-11-04,2024-06-22,274258.67,3380.37,8.5,6.0
462,Bush-Reynolds,Enterprise,High Volume,Automotive,Any,Express,Good,COD,2025-09-02,2025-09-13,126696.16,218.51,6.6,6.2
463,Moore-Garcia,Enterprise,Low Volume,Food & Beverage,Morning,Premium,Excellent,Net 30,2024-07-15,2024-10-11,428363.97,693.04,6.9,9.6
464,"Spencer, Frost and Fernandez",Enterprise,Low Volume,Retail,Afternoon,Express,Fair,Prepaid,2023-04-15,2024-11-21,330578.45,424.79,5.1,10.0
465,Williams PLC,Individual,Low Volume,Automotive,Evening,Express,Good,Net 30,2023-08-10,2024-10-06,139366.45,358.82,4.5,10.0
466,Ward Group,SME,Medium Volume,Manufacturing,Any,Standard,Poor,Net 15,2024-03-10,2024-04-27,305540.64,933.29,5.4,6.6
467,"Greene, Gonzalez and Johnson",Enterprise,Low Volume,Food & Beverage,Morning,Express,Fair,Net 30,2025-03-09,2025-04-11,18395.59,398.54,7.5,9.1
468,Wells Inc,SME,High Volume,Manufacturing,Morning,Standard,Poor,COD,2023-08-04,2024-03-30,76652.13,1682.66,4.5,6.0
469,Jacobson-Baker,SME,Low Volume,Technology,Any,Express,Excellent,Net 15,2023-11-28,2025-01-25,2650.37,4773.07,8.4,7.9
470,Mcclure-Wood,SME,Low Volume,Healthcare,Evening,Express,Excellent,Net 30,2023-11-17,2024-09-11,183312.33,4274.04,4.1,9.4
471,Baker-Hood,SME,Low Volume,Automotive,Afternoon,Standard,Excellent,Prepaid,2023-07-04,2024-10-01,330706.31,1529.41,4.5,6.4
472,"Contreras, Miller and Cooper",SME,Low Volume,Retail,Any,Premium,Good,Net 15,2023-03-03,2024-07-19,18813.45,175.55,10.0,7.0
473,"Perez, Brown and Hughes",Individual,Medium Volume,Automotive,Evening,Express,Poor,Net 30,2025-08-17,2025-09-03,19484.3,327.47,8.1,6.2
474,"Camacho, Wells and Keith",Individual,Medium Volume,Automotive,Any,Premium,Good,Net 15,2025-08-12,2025-08-30,462483.09,232.54,2.3,8.6
475,"Johnson, Duncan and Black",Individual,Low Volume,Retail,Afternoon,Premium,Good,Net 30,2022-12-14,2024-07-13,86952.26,297.29,3.8,9.2
476,Martinez Group,Enterprise,Low Volume,Food & Beverage,Morning,Standard,Excellent,Prepaid,2025-08-31,2025-09-03,297893.73,3097.36,1.6,6.8
477,Stokes and Sons,Individual,Medium Volume,Automotive,Any,Express,Excellent,Net 15,2025-09-01,2025-09-01,161473.35,4825.23,2.9,6.2
478,"Graham, Osborn and Burton",Enterprise,Medium Volume,Retail,Evening,Standard,Poor,Net 15,2022-12-13,2025-04-04,348451.6,2789.37,4.9,9.7
479,"Sloan, Jones and Hughes",Enterprise,High Volume,Automotive,Any,Standard,Excellent,Prepaid,2023-06-28,2024-05-16,41280.58,85.76,9.3,8.8
480,Stone-Stark,SME,Low Volume,Technology,Any,Premium,Good,Net 15,2023-09-11,2023-09-20,72400.84,1391.2,5.1,7.0
481,"Mills, Barnes and Perry",Individual,Medium Volume,Retail,Afternoon,Premium,Poor,Net 30,2024-10-25,2024-12-12,313968.64,3923.79,4.1,6.0
482,Buckley PLC,Enterprise,Medium Volume,Food & Beverage,Morning,Premium,Fair,Net 15,2024-06-24,2025-06-11,232643.79,3151.0,2.9,6.2
483,"Beard, Humphrey and Baker",Enterprise,Medium Volume,Automotive,Any,Express,Good,Net 15,2025-01-27,2025-06-29,335401.17,263.42,6.8,7.1
484,Johnson-Hill,SME,Low Volume,Food & Beverage,Any,Standard,Excellent,Net 30,2024-06-06,2024-08-12,462505.81,920.64,8.1,7.9
485,"Morales, Foster and Koch",Enterprise,Medium Volume,Automotive,Any,Premium,Fair,Prepaid,2024-07-17,2025-05-09,100176.95,3400.42,3.9,9.1
486,Mccall-Prince,Enterprise,Medium Volume,Manufacturing,Any,Standard,Poor,Net 15,2022-11-12,2022-12-03,37691.33,2946.21,1.5,7.7
487,Collins-Cameron,Individual,Medium Volume,Technology,Afternoon,Express,Fair,Net 15,2025-03-02,2025-08-21,229412.36,1011.07,4.2,7.1
488,Taylor Ltd,Enterprise,Medium Volume,Automotive,Morning,Express,Good,Net 30,2024-10-08,2025-03-10,425974.03,2319.97,2.5,7.4
489,Daniel-Jacobs,Individual,Low Volume,Manufacturing,Afternoon,Premium,Good,Net 30,2025-03-12,2025-03-29,206436.38,2632.76,8.8,6.9
490,Figueroa-Malone,SME,Low Volume,Healthcare,Morning,Premium,Poor,Net 15,2024-01-16,2025-06-29,124667.89,2199.53,3.0,9.7
491,"Moody, Jones and Mckinney",Individual,Low Volume,Retail,Any,Standard,Excellent,Prepaid,2025-03-06,2025-05-24,367004.67,2545.87,4.8,7.6
492,"Suarez, Johnson and Lee",Individual,Low Volume,Retail,Any,Express,Good,Net 30,2025-01-21,2025-08-09,279685.0,111.49,7.6,9.8
493,Johnson Inc,SME,Medium Volume,Manufacturing,Morning,Standard,Poor,COD,2025-03-24,2025-09-04,81739.61,2323.45,6.1,8.3
494,Richardson-Marshall,SME,Low Volume,Manufacturing,Any,Standard,Fair,Prepaid,2024-10-30,2025-03-07,352247.13,56.75,6.6,7.5
495,"Johnson, Watson and Wheeler",Individual,Low Volume,Retail,Evening,Express,Fair,Net 15,2025-06-26,2025-07-11,394058.23,450.75,8.9,8.9
496,"Arnold, Cooper and Monroe",Individual,High Volume,Healthcare,Morning,Standard,Poor,COD,2025-04-30,2025-06-05,233211.08,252.33,4.3,8.6
497,Mitchell Group,Individual,Low Volume,Automotive,Afternoon,Standard,Fair,Net 15,2025-03-17,2025-03-26,270277.28,3262.74,7.6,9.0
498,Vincent Ltd,Individual,Low Volume,Manufacturing,Afternoon,Express,Fair,COD,2025-04-11,2025-05-17,252279.42,2143.5,1.5,7.5
499,"Ortiz, Smith and Deleon",Individual,Low Volume,Food & Beverage,Morning,Express,Fair,Prepaid,2023-05-03,2025-02-28,310854.68,4009.52,9.5,9.2
500,Holland PLC,Enterprise,Low Volume,Manufacturing,Any,Standard,Excellent,Prepaid,2022-09-28,2025-02-14,449074.98,1477.44,9.6,6.4
501,"Trujillo, Torres and Rasmussen",Individual,Medium Volume,Manufacturing,Any,Standard,Good,Net 30,2023-05-22,2024-11-18,147291.55,4849.39,5.9,6.5
502,York-Stevens,SME,Medium Volume,Automotive,Morning,Express,Good,Net 30,2023-12-27,2024-05-12,11996.27,4019.85,8.5,8.1
503,"Holloway, Sanders and Garcia",Individual,Medium Volume,Healthcare,Evening,Express,Poor,Prepaid,2023-08-16,2024-09-10,152737.09,703.17,8.1,6.7
504,Hoffman-Wheeler,SME,Medium Volume,Healthcare,Evening,Standard,Good,COD,2024-09-13,2024-12-26,142906.63,4783.26,6.6,6.6
505,Brown-Mcneil,Enterprise,Low Volume,Manufacturing,Afternoon,Standard,Good,Net 30,2024-10-08,2025-05-17,21534.58,1617.3,2.1,7.0
506,Douglas-Farley,Individual,Medium Volume,Automotive,Morning,Premium,Fair,COD,2025-04-20,2025-07-28,74824.16,2269.72,9.8,8.1
507,"Cannon, Yoder and Trujillo",Enterprise,Medium Volume,Technology,Any,Standard,Poor,COD,2023-04-13,2025-03-27,78870.58,4852.24,5.9,8.0
508,"Flores, Taylor and Johnson",SME,Low Volume,Technology,Evening,Premium,Good,Prepaid,2024-07-07,2025-02-10,170003.53,605.96,5.3,6.2
509,Sullivan-Doyle,Enterprise,Low Volume,Healthcare,Morning,Express,Good,Prepaid,2023-08-08,2024-10-31,179339.38,1665.51,6.5,6.8
510,Cooper Ltd,SME,Low Volume,Manufacturing,Morning,Standard,Poor,Net 30,2025-09-13,2025-09-14,487943.91,2002.4,5.4,8.4
511,Knox-Powers,Enterprise,Low Volume,Automotive,Evening,Express,Good,Prepaid,2024-04-26,2025-01-10,185445.35,1895.51,3.6,7.4
512,"Walter, White and Davis",Individual,Low Volume,Retail,Afternoon,Premium,Poor,Prepaid,2025-04-02,2025-04-23,402039.07,1478.74,8.3,9.9
513,"Hines, White and Frazier",SME,Low Volume,Manufacturing,Morning,Standard,Good,COD,2023-06-29,2024-03-27,237831.95,4344.25,9.9,6.3
514,Walker-Savage,SME,Low Volume,Retail,Morning,Express,Fair,Prepaid,2022-12-25,2024-02-18,88271.61,2337.49,6.1,9.7
515,Green-Carter,SME,Medium Volume,Healthcare,Any,Standard,Fair,COD,2025-05-17,2025-08-31,247556.14,3712.29,3.0,9.2
516,"Silva, Blackburn and Jones",SME,Medium Volume,Automotive,Any,Standard,Fair,Prepaid,2024-02-16,2025-07-16,90506.78,4538.63,6.8,6.1
517,"James, Evans and Brown",SME,Low Volume,Retail,Evening,Premium,Poor,Prepaid,2024-03-20,2025-07-01,434304.61,3158.58,5.3,8.8
518,Cooper PLC,Individual,Medium Volume,Automotive,Morning,Express,Good,Net 30,2023-02-16,2025-06-09,73922.42,2332.17,7.2,7.4
519,Stewart Ltd,SME,High Volume,Technology,Evening,Standard,Fair,COD,2025-09-04,2025-09-06,265276.55,4684.77,5.6,9.1
520,Welch-Thompson,Enterprise,Medium Volume,Food & Beverage,Afternoon,Premium,Fair,COD,2022-12-16,2024-09-15,413584.18,3440.59,3.7,8.7
521,Clark-Ayala,Enterprise,Low Volume,Food & Beverage,Evening,Standard,Excellent,Net 15,2022-09-24,2024-06-13,259567.2,1896.42,5.4,7.4
522,Anderson Group,Enterprise,Low Volume,Manufacturing,Afternoon,Premium,Good,Net 15,2023-03-11,2024-10-15,397758.26,2815.34,7.2,9.8
523,Reyes-Johnson,Individual,Low Volume,Food & Beverage,Morning,Express,Poor,Net 30,2023-12-05,2024-04-13,59166.26,699.6,1.2,7.4
524,Mcclain PLC,Enterprise,Low Volume,Technology,Evening,Standard,Fair,Net 30,2023-11-01,2024-03-11,372485.65,637.05,2.2,8.8
525,"Gross, Perez and Wiley",SME,Low Volume,Manufacturing,Afternoon,Standard,Excellent,Prepaid,2024-09-29,2025-01-17,345718.25,3930.95,1.7,9.1
526,"Chapman, Jackson and Colon",Enterprise,Low Volume,Manufacturing,Morning,Standard,Excellent,Prepaid,2023-01-09,2023-10-29,60342.19,1302.41,1.6,8.7
527,"Meyer, Warren and Hamilton",Enterprise,Low Volume,Food & Beverage,Afternoon,Premium,Good,Net 15,2023-08-03,2025-01-18,335629.72,194.83,2.3,9.0
528,Howard-Lopez,Individual,Medium Volume,Healthcare,Evening,Standard,Good,Net 30,2023-02-12,2025-07-31,50453.74,2911.76,1.1,6.9
529,Smith-Walker,SME,Medium Volume,Manufacturing,Morning,Premium,Excellent,Net 15,2025-06-21,2025-09-17,460318.11,4263.92,5.3,8.8
530,Lawrence and Sons,Individual,Medium Volume,Retail,Afternoon,Express,Poor,Prepaid,2023-05-08,2023-08-22,107922.73,1176.39,2.0,9.9
531,Brooks Ltd,Enterprise,Medium Volume,Food & Beverage,Afternoon,Express,Fair,COD,2024-11-06,2025-01-26,279008.93,251.01,4.0,6.5
532,Wheeler Inc,Individual,Medium Volume,Automotive,Evening,Premium,Poor,Net 15,2024-04-27,2025-03-30,277404.03,1488.42,8.7,6.8
533,Williams Inc,SME,High Volume,Automotive,Evening,Standard,Excellent,Prepaid,2024-09-04,2025-02-09,336375.64,2012.03,5.7,8.7
534,"King, Miles and Harris",SME,Medium Volume,Technology,Morning,Premium,Good,Net 30,2023-11-09,2025-02-17,182491.29,1035.48,2.8,9.4
535,Stanley-Bates,Enterprise,Low Volume,Technology,Any,Express,Fair,Prepaid,2022-09-29,2023-07-19,178692.56,3350.05,9.6,10.0
536,Barnes Inc,Enterprise,Low Volume,Technology,Morning,Standard,Fair,Prepaid,2024-07-13,2025-02-19,249139.62,3160.44,2.2,6.4
